filename,title,authors,doi,arxiv_id,keywords,summary,tps,model,platform
2601.07229v2_DiSCo Making Absence Visible in Intelligent Summar.pdf,DiSCo: Making Absence Visible in Intelligent Summarization Interfaces,"['ERAN FAINMAN', 'HAGIT BEN SHOSHAN', 'ADIR SOLOMON', 'OSNAT MOKRYN']",,,"['Review Summarization', 'Absence', 'Expectations', 'Learning via surprisability', 'Missing commonalities']","DiSCo is a computational approach that enhances intelligent summarization interfaces by making absent information visible, thereby reducing presence bias and improving decision support.",43.49,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07232v1_Yes FLoReNce I Will Do Better Next Time Agentic Fe.pdf,"Y es FLoReNce, I Will Do Better Next Time! Agentic Feedback Reasoning for Humorous Meme Detection","['Olivia Shanhong Liu', 'Pai Chet Ng', 'De Wen Soh', 'Konstantinos N. Plataniotis']",,,"['humorous memes', 'AI systems', 'multimodal models', 'feedback reasoning', 'meme understanding', 'closed-loop learning', 'open-loop inference', 'knowledge base', 'prompt modulation', 'PrideMM dataset']","FLoReNce is a framework that improves meme humor detection by using agentic feedback reasoning, enhancing both predictive performance and explanation quality.",42.89,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07233v1_From Thinking to Justifying Aligning High-Stakes E.pdf,From “Thinking” to “Justifying”: Aligning High-Stakes Explainability with Professional Communication Standards,"['Chen Qian', 'Yimeng Wang', 'Yu Chen', 'Lingfei Wu', 'Andreas Stathopoulos']",,,"['Explainable AI', 'Chain-of-Thought', 'Structured Explainability Framework', 'High-stakes domains', 'Professional communication standards', 'CREAC', 'BLUF']",The paper proposes a 'Result → Justify' approach to improve the verifiability and reliability of AI explanations in high-stakes domains by aligning them with professional communication standards.,43.23,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07238v1_Group Pattern Selection Optimization Let LRMs Pick.pdf,Group Pattern Selection Optimization: Let LRMs Pick the Right Pattern for Reasoning,"['Hanbin Wang', 'Jingwei Song', 'Jinpeng Li', 'Fei Mi', 'Lifeng Shang']",,,"['Large reasoning models', 'reasoning patterns', 'reinforcement learning', 'Group Pattern Selection Optimization', 'mathematics benchmarks', 'science benchmarks', 'Chain-of-Thought', 'Proximal Policy Optimization', 'GRPO']","The paper introduces Group Pattern Selection Optimization (GPSO), a reinforcement learning framework that enables large reasoning models to select optimal reasoning patterns for different problems, improving performance across various benchmarks.",43.23,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07239v1_Stochastic CHAOS Why Deterministic Inference Kills.pdf,"Stochastic CHAOS: Why Deterministic Inference Kills, and Distributional Variability Is the Heartbeat of Artificial Cognition","['Tanmay Joshi', 'Shourya Aggarwal', 'Anusa Saha', 'Aadi Pandey', 'Shreyash Dhoot', 'Vighnesh Rai', 'Raxit Goswami', 'Aman Chadha', 'Vinija Jain', 'Amitava Das']",,,"['Stochastic CHAOS', 'Deterministic Inference', 'Large Language Models', 'Distributional Variability', 'Artificial Cognition', 'Uncertainty Modeling', 'Emergent Abilities', 'Reasoning Paths', 'Safety Alignment', 'Generalization']","The paper argues that deterministic inference in large language models hinders their ability to model uncertainty, disrupts reasoning, and makes safety alignment brittle, advocating for stochastic approaches to capture distributional variability essential for artificial cognition.",43.21,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07245v1_Learning to Trust the Crowd A Multi-Model Consensu.pdf,Learning to Trust the Crowd: A Multi-Model Consensus Reasoning Engine for Large Language Models,['Pranav Kallem'],,,"['Large Language Models', 'Multi-Model Consensus', 'Reliability', 'Semantic Embeddings', 'Graph Neural Networks', 'Gradient-Boosted Trees', 'Listwise Ranking', 'Hallucinations', 'Confidence Calibration']",The paper introduces a Multi-Model Consensus Reasoning Engine to improve the reliability of Large Language Models by leveraging outputs from multiple models to determine the most likely correct answer for a given query.,43.21,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07250v1_DDT A Dual-Masking Dual-Expert Transformer for Ene.pdf,DDT: A Dual-Masking Dual-Expert Transformer for Energy Time-Series Forecasting,"['Mingnan Zhu', 'Qixuan Zhang', 'Yixuan Cheng', 'Fangzhou Gu', 'Shiming Lin']",,,"['Time-Series Forecasting', 'Multivariate Temporal Modeling', 'Dynamic-Causal Masking', 'Adaptive Feature Fusion']","DDT introduces a dual-masking mechanism and a dual-expert system for high-precision energy time-series forecasting, outperforming state-of-the-art baselines across various datasets.",42.77,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07261v1_Pseudodata-guided Invariant Representation Learnin.pdf,Pseudodata-guided Invariant Representation Learning Boosts the Out-of-Distribution Generalization in Enzymatic Kinetic Parameter Prediction,"['Haomin Wu', 'Zhiwei Nie', 'Hongyu Zhang', 'Zhixiang Ren']",,2601.07261v1,"['enzyme kinetic parameters', 'out-of-distribution generalization', 'deep learning', 'enzyme-substrate interaction', 'invariant representation learning', 'biological perturbations']","The paper introduces O2DENet, a module that enhances out-of-distribution generalization in enzyme kinetic parameter prediction by using biologically informed perturbations and invariant representation learning.",43.56,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07263v1_When Bots Take the Bait Exposing and Mitigating th.pdf,When Bots Take the Bait: Exposing and Mitigating the Emerging Social Engineering Attack in Web Automation Agent,"['Xinyi Wu', 'Geng Hong', 'Yueyue Chen', 'MingXuan Liu', 'Feier Jin', 'Xudong Pan', 'Jiarun Dai', 'Baojun Liu']",,,"['Web agents', 'Large language models', 'Social engineering attacks', 'Web automation', 'Security', 'Mitigation', 'AGENTBAIT', 'SUPERVISOR']","This paper presents a systematic study of social engineering attacks on web automation agents, introducing the AGENTBAIT paradigm and proposing the SUPERVISOR module to mitigate these attacks, significantly reducing their success rates.",43.18,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07291v1_A Visual Semantic Adaptive Watermark grounded by P.pdf,A Visual Semantic Adaptive Watermark grounded by Prefix-Tuning for Large Vision-Language Model,"['Qi Zheng', 'Shuliang Liu', 'Yu Huang', 'Sihang Jia', 'Jungang Li', 'Lyuhao Chen', 'Junhao Chen', 'Hanqian Li', 'Aiwei Liu', 'Yibo Yan', 'Xuming Hu']",,,"['watermarking', 'vision-language models', 'prefix-tuning', 'visual fidelity', 'semantic-aware methods', 'inference efficiency', 'multimodal watermarking']","The paper introduces VISA-Mark, a novel framework for embedding detectable signals in Large Vision-Language Models while preserving visual fidelity, achieving high detection accuracy and robust attack resilience.",42.29,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07292v1_Photometric Redshift Estimation Using Scaled Ensem.pdf,Photometric Redshift Estimation Using Scaled Ensemble Learning,"['Swagata Biswas', 'Shubhrangshu Ghosh', 'Avyarthana Ghosh', 'Yogesh Wadadekar', 'Abhishek Roy Choudhury', 'Arijit Mukherjee', 'Shailesh Deshpande', 'Arpan Pal']",,,"['Galaxies', 'High-redshift galaxies', 'Redshift surveys', 'Neural networks']","This study presents a new ensemble-based machine learning framework for predicting photometric redshifts of faint galaxies using optical photometric data, demonstrating improved accuracy and reliability.",42.52,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07296v1_LRAS Advanced Legal Reasoning with Agentic Search.pdf,LRAS: Advanced Legal Reasoning with Agentic Search,"['Yujin Zhou', 'Chuxue Cao', 'Jinluan Yang', 'Lijun Wu', 'Conghui He', 'Sirui Han', 'Yike Guo']",,,"['Legal Reasoning', 'Agentic Search', 'Large Reasoning Models', 'Introspective Imitation Learning', 'Reinforcement Learning', 'Legal Logic', 'Procedural Rigor']","The paper introduces LRAS, a framework that enhances legal reasoning in Large Reasoning Models by transitioning from closed-loop reasoning to active inquiry, significantly improving performance in complex legal tasks.",42.88,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07304v1_Heterogeneous Multi-Expert Reinforcement Learning .pdf,Heterogeneous Multi-Expert Reinforcement Learning for Long-Horizon Multi-Goal Tasks in Autonomous Forklifts,"['Yun Chen', 'Bowei Huang', 'Fan Guo', 'Kang Song']",,,"['Autonomous Forklift', 'Hierarchical Reinforcement Learning', 'Mobile Manipulation', 'Hybrid Training', 'Modality Decoupling']","The paper proposes a Heterogeneous Multi-Expert Reinforcement Learning framework for autonomous forklifts, improving task success rate and reducing operation time by separating navigation and manipulation tasks.",43.38,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07309v1_ARM Role-Conditioned Neuron Transplantation for Tr.pdf,ARM: Role-Conditioned Neuron Transplantation for Training-Free Generalist LLM Agent Merging,"['Zhuoka Feng', 'Kang Chen', 'Sihan Zhao', 'Kai Xiong', 'Yaoning Wang', 'Minshen Yu', 'Junjie Nian', 'Changyi Xiao', 'Yixin Cao', 'Yugang Jiang']",,2601.07309v1,"['large language models', 'model merging', 'neuron transplantation', 'generalization', 'interactive environments']","The paper introduces ARM, a method for merging multiple expert models into a single generalist LLM agent without training, enhancing cross-environment generalization and efficiency.",42.92,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07313v1_Explaining Machine Learning Predictive Models thro.pdf,Explaining Machine Learning Predictive Models through Conditional Expectation Methods,"['Silvia Ruiz-España', 'Laura Arnal', 'François Signol', 'Juan-Carlos Pérez-Cortes', 'Joaquim Arlandis']",,,"['machine learning', 'XAI', 'explainable models', 'local explainability', 'model-agnostic', 'uncertainty', 'stability']","This paper introduces Multivariate Conditional Expectation (MUCE), a model-agnostic method for local explainability in machine learning, capturing prediction changes from feature interactions and providing graphical and quantitative insights into model behavior.",43.04,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07315v1_VLM-CAD VLM-Optimized Collaborative Agent Design W.pdf,VLM-CAD: VLM-Optimized Collaborative Agent Design Workflow for Analog Circuit Sizing,"['Guanyuan Pan', 'Yugui Lin', 'Tiansheng Zhou', 'Pietro Li `o', 'Shuai Wang', 'Yaqi Wang']",,,"['Analog Circuit Sizing', 'Agentic AI', 'Vision Language Model', 'Explainability', 'Electronic Design Automation']","The paper proposes a Vision Language Model-optimized collaborative agent design workflow (VLM-CAD) for analog circuit sizing, integrating Image2Net for circuit schematic annotation and an Explainable Trust Region Bayesian Optimization method (ExTuRBO) for enhanced explainability and optimization.",43.01,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07316v1_BEAT-Net Injecting Biomimetic Spatio-Temporal Prio.pdf,BEAT-Net: Injecting Biomimetic Spatio-Temporal Priors for Interpretable ECG Classification,"['Ma Runze', 'Liao Caizhi']",,2601.07316v1,"['ECG classification', 'deep learning', 'biomimetic', 'spatio-temporal priors', 'interpretable', 'QRS tokenization', 'data efficiency', 'attention mechanisms', 'self-supervised learning']",BEAT-Net is a biomimetic ECG analysis framework that improves interpretability and data efficiency in ECG classification by using a QRS tokenization strategy and specialized encoders.,43.2,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07320v1_Segmental Advantage Estimation Enhancing PPO for L.pdf,Segmental Advantage Estimation: Enhancing PPO for Long-Context LLM,"['Xue Gong', 'Qi Yi', 'Ziyuan Nan', 'Guanhua Huang', 'Kejiao Li', 'Yuhao Jiang', 'Ruibin Xiong', 'Zenan Xu', 'Jiaming Guo', 'Shaohui Peng', 'Bo Zhou']",,,"['Large Language Models', 'Reinforcement Learning', 'Verifiable Rewards', 'Proximal Policy Optimization', 'Advantage Estimation', 'Sparse Rewards', 'Generalized Advantage Estimation', 'Segmental Advantage Estimation']",The paper introduces Segmental Advantage Estimation (SAE) to improve Proximal Policy Optimization (PPO) for long-context large language models by addressing bias in advantage estimation due to sparse rewards in Reinforcement Learning with Verifiable Rewards (RLVR).,43.23,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07342v1_Agentic Diagnostic Reasoning over Telecom and Data.pdf,Agentic Diagnostic Reasoning over Telecom and Datacenter Infrastructure: Foundation for Autonomous Incident Resolution and Change Impact Mitigation,['Nicolas Tacheny'],,2601.07342v1,"['Telecom', 'Datacenter', 'Infrastructure', 'Root Cause Analysis', 'Impact Analysis', 'Large Language Model', 'Model Context Protocol', 'Autonomous Incident Resolution', 'Change Impact Mitigation']",This paper introduces an agentic diagnostic framework using a Large Language Model to autonomously navigate telecom and datacenter infrastructure for incident resolution and change impact mitigation.,43.36,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07344v1_PulseMind A Multi-Modal Medical Model for Real-Wor.pdf,PulseMind: A Multi-Modal Medical Model for Real-World Clinical Diagnosis,"['Jiao Xu', 'Junwei Liu', 'Jiangwei Lao', 'Qi Zhu', 'Yunpeng Zhao', 'Congyun Jin', 'Shinan Liu', 'Zhihong Lu', 'Lihe Zhang', 'Xin Chen', 'Jian Wang', 'Ping Wang']",,,"['multi-modal models', 'clinical diagnosis', 'real-world consultations', 'medical images', 'diagnostic dataset', 'evaluation benchmark', 'training framework', 'Comparison-based Reinforcement Policy Optimization (CRPO)']","PulseMind introduces a new family of multi-modal diagnostic models integrating a curated dataset, evaluation benchmark, and tailored training framework for real-world clinical diagnosis.",43.1,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07348v4_Controlled Self-Evolution for Algorithmic Code Opt.pdf,Controlled Self-Evolution for Algorithmic Code Optimization,"['Tu Hu', 'Ronghao Chen', 'Shuo Zhang', 'Jianghao Yin', 'Mou Xiao Feng', 'Jingping Liu', 'Shaolei Zhang', 'Wenqi Jiang', 'Yuqi Fang', 'Sen Hu', 'Huacan Wang', 'Yi Xu']",,arXiv:2601.07348v4,"['self-evolution', 'code optimization', 'algorithmic strategies', 'genetic evolution', 'hierarchical memory', 'exploration efficiency']","The paper introduces Controlled Self-Evolution (CSE) to enhance code generation by addressing inefficiencies in existing self-evolution methods through diversified initialization, feedback-guided evolution, and experience reuse.",43.47,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07351v2_Beyond Hard Masks Progressive Token Evolution for .pdf,Beyond Hard Masks: Progressive Token Evolution for Diffusion Language Models,"['Linhao Zhong', 'Linyu Wu', 'Bozhen Fang', 'Tianjian Feng', 'Chenchen Jing', 'Wen Wang', 'Jiaheng Zhang', 'Hao Chen', 'Chunhua Shen']",,,"['Diffusion Language Models', 'EvoToken-DLM', 'masked diffusion', 'iterative refinement', 'probabilistic representations', 'continuous trajectory supervision']",EvoToken-DLM introduces evolving soft token distributions to improve diffusion-based language modeling by enabling revisable decoding and aligning training objectives with iterative probabilistic updates.,43.02,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07356v1_Efficient Convolutional Forward Model for Passive .pdf,Efficient Convolutional Forward Model for Passive Acoustic Mapping and Temporal Monitoring,"['Tatiana Gelvez-Barrera', 'Barbara Nicolas', 'Bruno Gilles', 'Adrian Basarab', 'Denis Kouam ´e']",,,"['Passive Acoustic Mapping', 'Model-based beamforming', 'Convolutional forward model', 'Temporal monitoring']","The paper introduces a novel convolutional formulation for passive acoustic mapping that enhances computational efficiency and temporal resolution, outperforming classical beamforming methods.",43.16,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07359v1_Seeing Right but Saying Wrong Inter- and Intra-Lay.pdf,Seeing Right but Saying Wrong: Inter- and Intra-Layer Refinement in MLLMs without Training,"['Shezheng Song', 'Shasha Li', 'Jie Yu']",,,"['Multimodal Large Language Models', 'MLLMs', 'vision-language tasks', 'attention', 'layer-wise refinement', 'DualPD', 'accuracy', 'generalizability']","The paper introduces DualPD, a dual-perspective decoding refinement strategy that enhances MLLMs' visual understanding without additional training, addressing the issue of models seeing correct visual information but making incorrect predictions due to noisy attention from earlier layers.",43.39,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07364v1_On the universal definition of intelligence.pdf,On the universal definition of intelligence: A definition for Human - AI Comparison,['Joseph Chen'],,,"['intelligence', 'AI', 'human-AI comparison', 'predictive ability', 'Extended Predictive Hypothesis', 'R. Carnap', 'conceptual clarification']","This paper proposes the Extended Predictive Hypothesis as a universal definition of intelligence for comparing human and AI, addressing limitations in existing definitions and providing a framework for understanding various aspects of intelligence.",43.75,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07372v1_Conditional Memory via Scalable Lookup A New Axis .pdf,Conditional Memory via Scalable Lookup: A New Axis of Sparsity for Large Language Models,"['Xin Cheng', 'Wangding Zeng', 'Damai Dai', 'Qinyu Chen', 'Bingxuan Wang', 'Zhenda Xie', 'Kezhao Huang', 'Xingkai Yu', 'Zhewen Hao', 'Yukun Li', 'Han Zhang', 'Huishuai Zhang', 'Dongyan Zhao', 'Wenfeng Liang']",,2601.07372v1,"['Mixture-of-Experts', 'Transformers', 'knowledge lookup', 'conditional memory', 'Engram', 'N-gram embedding', 'Sparsity Allocation', 'scaling law', 'MoE', 'static memory', 'general reasoning', 'code/math domains', 'long-context retrieval', 'runtime prefetching']","The paper introduces conditional memory as a new sparsity axis for large language models, optimizing the trade-off between neural computation and static memory, and demonstrating significant performance improvements across various tasks.",43.07,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07376v1_OpenTinker Separating Concerns in Agentic Reinforc.pdf,OpenTinker: Separating Concerns in Agentic Reinforcement Learning,"['Siqi Zhu', 'Jiaxuan You']",,2601.07376v1,"['Reinforcement Learning', 'Large Language Models', 'OpenTinker', 'Agent-Environment Interaction', 'Decomposition', 'Managed Execution Runtime', 'Multi-Agent Training']","OpenTinker introduces a framework for reinforcement learning of large language model agents, emphasizing separation of concerns across algorithm design, execution, and agent-environment interaction.",43.32,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07377v1_Learning Dynamic Collaborative Network for Semi-su.pdf,Learning Dynamic Collaborative Network for Semi-supervised 3D Vessel Segmentation,"['Jiao Xu', 'Xin Chen', 'Lihe Zhang']",,,"['3D vessel segmentation', 'semi-supervised learning', 'dynamic collaborative network', 'mean teacher', 'multi-view integration', 'adversarial supervision']","The paper introduces DiCo, a dynamic collaborative network for semi-supervised 3D vessel segmentation, addressing cognitive biases in static teacher-student models and improving performance through dynamic role switching and multi-view integration.",39.44,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07389v1_On the Non-decoupling of Supervised Fine-tuning an.pdf,On the Non-decoupling of Supervised Fine-tuning and Reinforcement Learning in Post-training,"['Xueyan Niu', 'Bo Bai', 'Wei Han', 'Wei Xi Zhang']",,arXiv:2601.07389v1,"['Supervised Fine-tuning', 'Reinforcement Learning', 'Post-training', 'Large Language Models', 'Decoupling', 'Cross-entropy loss', 'Reward signals', 'Human preferences', 'Rule-based verifiers', 'Generalization', 'Memorization']","The paper proves that supervised fine-tuning and reinforcement learning in post-training of large language models cannot be decoupled without performance loss, as each method negatively impacts the other's objectives.",42.87,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07392v1_OceanSAR-2 A Universal Feature Extractor for SAR O.pdf,CHEAT_DETECTED,"['Alexandre Tuela', 'Thomas Kerdreux', 'Quentin Febvre', 'Alexis Mouche', 'Antoine Grouazel', 'Jean-Renaud Miadana', 'Antoine Audras', 'Chen Wang', 'Bertrand Chapron']",,,"['SAR', 'ocean observation', 'self-supervised learning', 'foundation model', 'Sentinel-1 Wave Mode', 'geophysical pattern classification', 'ocean surface wind vector', 'significant wave height estimation', 'iceberg detection']","OceanSAR-2 is a second-generation foundation model for SAR-based ocean observation, enhancing performance and reducing training costs through improved self-supervised learning and dynamic data curation strategies.",41.23,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07393v1_Software-Hardware Co-optimization for Modular E2E .pdf,"SOFTWARE-HARDWARE CO-OPTIMIZATION FOR MODULAR END-TO-END (ME2E) AUTONOMOUS DRIVING: A UNIFIED FRAMEWORK OF OPTIMIZATION APPROACHES, SIMULATION ENVIRONMENT AND EVALUATION METRICS","['Chengzhi Ji', 'Xingfeng Li', 'Zhaodong Lv', 'Hao Sun', 'Pan Liu', 'Hao Frank Yang', 'Ziyuan Pu']",,2601.07393v1,"['Modular end-to-end', 'Closed-Loop Evaluation', 'Software–Hardware co-optimization', 'Energy Consumption']","This paper proposes a software–hardware co-optimization framework for ME2E autonomous driving, integrating software and hardware optimizations to improve system-level performance, reducing inference latency and energy consumption while enhancing the EERA V metric.",43.21,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07395v1_MCP-ITP An Automated Framework for Implicit Tool P.pdf,MCP-ITP: An Automated Framework for Implicit Tool Poisoning in MCP,"['Ruiqi Li', 'Zhiqiang Wang', 'Yunhao Yao', 'Xiang-Yang Li']",,,"['Model Context Protocol', 'LLM-based agents', 'tool poisoning', 'implicit tool poisoning', 'attack surface', 'malicious instructions', 'black-box optimization', 'Attack Success Rate', 'Malicious Tool Detection Rate']","The paper introduces MCP-ITP, an automated framework for implicit tool poisoning within the MCP ecosystem, which maximizes attack success while evading detection.",43.04,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07397v1_Layerwise goal-oriented adaptivity for neural ODEs.pdf,Layerwise goal-oriented adaptivity for neural ODEs: an optimal control perspective,"['Michael Hintermüller', 'Michael Hinze', 'Denis Korolev']",,2601.07397v1,"['Resnet', 'neural ODEs', 'parameter identification/learning', 'adaptive neural network']",The paper proposes a novel layerwise adaptive construction method for neural network architectures using a goal-oriented dual-weighted residual technique for optimal control of neural differential equations.,43.1,Phi-4,Windows RTX 4080 (Native CUDA)
2601.07411v1_SCALPEL Selective Capability Ablation via Low-rank.pdf,SCALPEL: Selective Capability Ablation via Low-rank Parameter Editing for Large Language Model Interpretability Analysis,"['Zihao Fu', 'Xufeng Duan', 'Zhenguang G. Cai']",,,"['Large language models', 'interpretability', 'capability ablation', 'low-rank parameter editing', 'LoRA adapters', 'capability encoding']","SCALPEL is a framework that represents language model capabilities as low-rank parameter subspaces, enabling precise capability removal without affecting others, offering a nuanced understanding of capability encoding in large language models.",43.16,Phi-4,Windows RTX 4080 (Native CUDA)
