filename,title,authors,doi,arxiv_id,keywords,summary,tps,model,platform
2601.07229v2_DiSCo Making Absence Visible in Intelligent Summar.pdf,DiSCo: Making Absence Visible in Intelligent Summarization Interfaces,"ERAN FAINMAN, HAGIT BEN SHOSHAN, ADIR SOLOMON, OSNAT MOKRYN",,,"Human-centered computing, User studies, Information systems, Expert systems, Computing methodologies, Artificial intelligence, Review Summarization, Absence, Expectations, Learning via surprisability, Missing commonalities","DiSCo is an expectation-based computational approach that makes absences visible in intelligent summarization interfaces by comparing content with domain topical expectations, improving transparency and decision support.",3.22,Phi-4,Apple M1 (Metal)
2601.07232v1_Yes FLoReNce I Will Do Better Next Time Agentic Fe.pdf,"Y es FLoReNce, I Will Do Better Next Time! Agentic Feedback Reasoning for Humorous Meme Detection","Olivia Shanhong Liu, Pai Chet Ng, De Wen Soh, Konstantinos N. Plataniotis",,,"humorous meme detection, agentic feedback reasoning, multimodal models, AI systems, humor interpretation","FLoReNce is a framework that improves meme humor understanding by using a closed-loop feedback process during learning and an open-loop process during inference, enhancing predictive performance and explanation quality.",2.98,Phi-4,Apple M1 (Metal)
2601.07233v1_From Thinking to Justifying Aligning High-Stakes E.pdf,From “Thinking” to “Justifying”: Aligning High-Stakes Explainability with Professional Communication Standards,"Chen Qian, Yimeng Wang, Yu Chen, Lingfei Wu, Andreas Stathopoulos",,,"Explainable AI, Chain-of-Thought, Structured Explainability Framework, High-stakes domains, Professional communication standards","This paper proposes a 'Result → Justify' approach for Explainable AI in high-stakes domains, introducing SEF to improve verifiability and reliability by aligning with professional communication standards.",2.81,Phi-4,Apple M1 (Metal)
2601.07238v1_Group Pattern Selection Optimization Let LRMs Pick.pdf,Group Pattern Selection Optimization: Let LRMs Pick the Right Pattern for Reasoning,"Hanbin Wang, Jingwei Song, Jinpeng Li, Fei Mi, Lifeng Shang",,,"Large reasoning models, reinforcement learning, pattern selection, mathematics benchmarks, science benchmarks, Chain-of-Thought, Proximal Policy Optimization, GRPO","This paper introduces Group Pattern Selection Optimization (GPSO), a reinforcement learning framework that enables large reasoning models to select optimal reasoning patterns for given problems, improving performance across various benchmarks.",3.07,Phi-4,Apple M1 (Metal)
2601.07239v1_Stochastic CHAOS Why Deterministic Inference Kills.pdf,"Stochastic CHAOS: Why Deterministic Inference Kills, and Distributional Variability Is the Heartbeat of Artificial Cognition","Tanmay Joshi, Shourya Aggarwal, Anusa Saha, Aadi Pandey, Shreyash Dhoot, Vighnesh Rai, Raxit Goswami, Aman Chadha, Vinija Jain, Amitava Das",,,"Large Language Models, Deterministic Inference, Stochastic Inference, Distributional Variability, Artificial Cognition, Reproducibility, Uncertainty Modeling, Emergent Abilities, Reasoning, Safety Alignment","The paper argues that deterministic inference in large language models (LLMs) limits their ability to model uncertainty, disrupts reasoning, and makes safety alignment brittle, advocating for stochastic inference to harness distributional variability as the core of artificial cognition.",3.51,Phi-4,Apple M1 (Metal)
2601.07245v1_Learning to Trust the Crowd A Multi-Model Consensu.pdf,Learning to Trust the Crowd: A Multi-Model Consensus Reasoning Engine for Large Language Models,Pranav Kallem,,,"Large Language Models, Multi-Model Consensus, Reliability, Semantic Embeddings, Graph Neural Networks, LLM Diversity",This paper introduces a Multi-Model Consensus Reasoning Engine to improve the reliability of large language models by leveraging outputs from multiple heterogeneous models to determine the most likely correct answer for a given query.,2.88,Phi-4,Apple M1 (Metal)
2601.07250v1_DDT A Dual-Masking Dual-Expert Transformer for Ene.pdf,DDT: A Dual-Masking Dual-Expert Transformer for Energy Time-Series Forecasting,"Mingnan Zhu, Qixuan Zhang, Yixuan Cheng, Fangzhou Gu, Shiming Lin",,,"Time-Series Forecasting, Multivariate Temporal Modeling, Dynamic-Causal Masking, Adaptive Feature Fusion","DDT is a novel deep learning framework for high-precision energy time-series forecasting, featuring dual-masking and dual-expert systems to address complex temporal dependencies and multi-source data heterogeneity.",3.12,Phi-4,Apple M1 (Metal)
2601.07261v1_Pseudodata-guided Invariant Representation Learnin.pdf,Pseudodata-guided Invariant Representation Learning Boosts the Out-of-Distribution Generalization in Enzymatic Kinetic Parameter Prediction,"Haomin Wu, Zhiwei Nie, Hongyu Zhang, Zhixiang Ren",,arXiv:2601.07261v1,"enzyme kinetic parameters, deep learning, enzyme-substrate interaction, OOD generalization, invariant representation learning","O2DENet enhances OOD generalization in enzyme kinetic parameter prediction by using biologically informed perturbation augmentation and invariant representation learning, improving predictive performance and robustness.",3.65,Phi-4,Apple M1 (Metal)
2601.07263v1_When Bots Take the Bait Exposing and Mitigating th.pdf,When Bots Take the Bait: Exposing and Mitigating the Emerging Social Engineering Attack in Web Automation Agent,"Xinyi Wu, Geng Hong, Yueyue Chen, MingXuan Liu, Feier Jin, Xudong Pan, Jiarun Dai, Baojun Liu",,,"Web agents, social engineering, web automation, security, large language models, runtime mitigation","This paper presents a systematic study of social engineering attacks against web automation agents, introducing the AGENTBAIT paradigm and proposing the SUPERVISOR module to mitigate these attacks, significantly reducing their success rates.",3.08,Phi-4,Apple M1 (Metal)
2601.07291v1_A Visual Semantic Adaptive Watermark grounded by P.pdf,A Visual Semantic Adaptive Watermark grounded by Prefix-Tuning for Large Vision-Language Model,"Qi Zheng, Shuliang Liu, Yu Huang, Sihang Jia, Jungang Li, Lyuhao Chen, Junhao Chen, Hanqian Li, Aiwei Liu, Yibo Yan, Xuming Hu",,,"watermarking, vision-language models, prefix-tuning, visual fidelity, semantic-aware methods, inference efficiency","The paper proposes VISA-Mark, a novel framework for embedding detectable signals in Large Vision-Language Models while preserving visual fidelity, achieving high detection accuracy and robust attack resilience without sacrificing inference efficiency.",3.13,Phi-4,Apple M1 (Metal)
2601.07292v1_Photometric Redshift Estimation Using Scaled Ensem.pdf,Photometric Redshift Estimation Using Scaled Ensemble Learning,"Swagata Biswas, Shubhrangshu Ghosh, Avyarthana Ghosh, Yogesh Wadadekar, Abhishek Roy Choudhury, Arijit Mukherjee, Shailesh Deshpande, Arpan Pal",,,"Galaxies, High-redshift galaxies, Redshift surveys, Neural networks","This study presents a new ensemble-based machine learning framework aimed at predicting photometric redshifts for faint galaxies using optical photometric data, demonstrating improved accuracy and reliability.",3.05,Phi-4,Apple M1 (Metal)
2601.07296v1_LRAS Advanced Legal Reasoning with Agentic Search.pdf,LRAS: Advanced Legal Reasoning with Agentic Search,"Yujin Zhou, Chuxue Cao, Jinluan Yang, Lijun Wu, Conghui He, Sirui Han, Yike Guo",,,"Legal Reasoning, Large Reasoning Models, Agentic Search, Introspective Imitation Learning, Reinforcement Learning, Legal Logic","LRAS transitions legal LLMs from closed-loop reasoning to dynamic active inquiry, improving performance in complex legal reasoning tasks.",2.96,Phi-4,Apple M1 (Metal)
2601.07304v1_Heterogeneous Multi-Expert Reinforcement Learning .pdf,Heterogeneous Multi-Expert Reinforcement Learning for Long-Horizon Multi-Goal Tasks in Autonomous Forklifts,"Yun Chen, Bowei Huang, Fan Guo, Kang Song",,,"Autonomous Forklift, Hierarchical Reinforcement Learning, Mobile Manipulation, Hybrid Training, Modality Decoupling","This paper introduces a Heterogeneous Multi-Expert Reinforcement Learning framework for autonomous forklifts, addressing the challenge of balancing large-scale navigation and fine-grained object interaction by decomposing tasks into specialized sub-policies.",3.0,Phi-4,Apple M1 (Metal)
2601.07309v1_ARM Role-Conditioned Neuron Transplantation for Tr.pdf,ARM: Role-Conditioned Neuron Transplantation for Training-Free Generalist LLM Agent Merging,"Zhuoka Feng, Kang Chen, Sihan Zhao, Kai Xiong, Yaoning Wang, Minshen Yu, Junjie Nian, Changyi Xiao, Yixin Cao, Yugang Jiang",,arXiv:2601.07309v1,"large language models, model merging, neuron transplantation, generalization, interactive environments","ARM proposes a training-free method for merging multiple LLM agents into a single model, enhancing generalization across diverse environments without gradient-based optimization.",3.52,Phi-4,Apple M1 (Metal)
2601.07313v1_Explaining Machine Learning Predictive Models thro.pdf,Explaining Machine Learning Predictive Models through Conditional Expectation Methods,"Silvia Ruiz-España, Laura Arnal, François Signol, Juan-Carlos Pérez-Cortes, Joaquim Arlandis",,,"machine learning, XAI, explainable models, local explainability, model-agnostic, uncertainty, stability","This work introduces Multivariate Conditional Expectation (MUCE), a model-agnostic method for local explainability designed to capture prediction changes from feature interactions, validated using XGBoost models on synthetic and real-world datasets.",3.25,Phi-4,Apple M1 (Metal)
2601.07315v1_VLM-CAD VLM-Optimized Collaborative Agent Design W.pdf,VLM-CAD: VLM-Optimized Collaborative Agent Design Workflow for Analog Circuit Sizing,"Guanyuan Pan, Yugui Lin, Tiansheng Zhou, Pietro Li, Shuai Wang, Yaqi Wang",,,"Analog Circuit Sizing, Agentic AI, Vision Language Model, Explainability, Electronic Design Automation","This paper proposes a Vision Language Model-optimized collaborative agent design workflow (VLM-CAD) for analog circuit sizing, integrating Image2Net for circuit schematic annotation and an Explainable Trust Region Bayesian Optimization method (ExTuRBO) for optimization, achieving a 100% success rate in amplifier optimization tasks.",3.22,Phi-4,Apple M1 (Metal)
2601.07316v1_BEAT-Net Injecting Biomimetic Spatio-Temporal Prio.pdf,BEAT-Net: Injecting Biomimetic Spatio-Temporal Priors for Interpretable ECG Classification,"Ma Runze, Liao Caizhi",,arXiv:2601.07316v1,"ECG classification, deep learning, biomimetic, spatio-temporal priors, interpretable AI, QRS tokenization, self-supervised learning","BEAT-Net reformulates ECG classification as a language modeling task using QRS tokenization, improving data efficiency and interpretability by aligning with biological structures and clinical heuristics.",3.28,Phi-4,Apple M1 (Metal)
2601.07320v1_Segmental Advantage Estimation Enhancing PPO for L.pdf,Segmental Advantage Estimation: Enhancing PPO for Long-Context LLM,"Xue Gong, Qi Yi, Ziyuan Nan, Guanhua Huang, Kejiao Li, Yuhao Jiang, Ruibin Xiong, Zenan Xu, Jiaming Guo, Shaohui Peng, Bo Zhou",,,"Large Language Models, Reinforcement Learning, Verifiable Rewards, Proximal Policy Optimization, Advantage Estimation, Sparse Rewards, Generalized Advantage Estimation, Segmental Advantage Estimation",This paper introduces Segmental Advantage Estimation (SAE) to improve Proximal Policy Optimization (PPO) for training Large Language Models (LLMs) in sparse-reward Reinforcement Learning with Verifiable Rewards (RLVR) by reducing bias in advantage estimation.,3.44,Phi-4,Apple M1 (Metal)
2601.07342v1_Agentic Diagnostic Reasoning over Telecom and Data.pdf,Agentic Diagnostic Reasoning over Telecom and Datacenter Infrastructure: Foundation for Autonomous Incident Resolution and Change Impact Mitigation,Nicolas Tacheny,,arXiv:2601.07342v1,"telecom, datacenter, root cause analysis, large language model, incident resolution, change impact mitigation",This work introduces an agentic diagnostic framework using a Large Language Model to autonomously navigate telecom and datacenter infrastructure for root cause analysis and impact mitigation.,3.17,Phi-4,Apple M1 (Metal)
2601.07344v1_PulseMind A Multi-Modal Medical Model for Real-Wor.pdf,PulseMind: A Multi-Modal Medical Model for Real-World Clinical Diagnosis,"Jiao Xu, Junwei Liu, Jiangwei Lao, Qi Zhu, Yunpeng Zhao, Congyun Jin, Shinan Liu, Zhihong Lu, Lihe Zhang, Xin Chen, Jian Wang, Ping Wang",,,"multi-modal models, clinical diagnosis, medical images, diagnostic dataset, evaluation benchmark, training framework, Comparison-based Reinforcement Policy Optimization","PulseMind introduces a new family of multi-modal diagnostic models integrating a curated dataset, a comprehensive evaluation benchmark, and a tailored training framework to address the complexity of real-world clinical diagnostics.",3.2,Phi-4,Apple M1 (Metal)
2601.07348v4_Controlled Self-Evolution for Algorithmic Code Opt.pdf,Controlled Self-Evolution for Algorithmic Code Optimization,"Tu Hu, Ronghao Chen, Shuo Zhang, Jianghao Yin, Mou Xiao Feng, Jingping Liu, Shaolei Zhang, Wenqi Jiang, Yuqi Fang, Sen Hu, Huacan Wang, Yi Xu",,arXiv:2601.07348v4,"self-evolution, code optimization, algorithmic strategies, genetic evolution, evolutionary computation, machine learning","This paper introduces Controlled Self-Evolution (CSE) to enhance code generation efficiency by addressing initialization bias, uncontrolled stochastic operations, and insufficient experience utilization, demonstrating superior performance on EffiBench-X.",3.83,Phi-4,Apple M1 (Metal)
2601.07351v2_Beyond Hard Masks Progressive Token Evolution for .pdf,Beyond Hard Masks: Progressive Token Evolution for Diffusion Language Models,"Linhao Zhong, Linyu Wu, Bozhen Fang, Tianjian Feng, Chenchen Jing, Wen Wang, Jiaheng Zhang, Hao Chen, Chunhua Shen",,,"Diffusion Language Models, EvoToken-DLM, soft token distributions, iterative refinement, masked diffusion, probabilistic representations",EvoToken-DLM introduces evolving soft token distributions to improve diffusion language models by enabling revisable decoding and aligning training objectives with iterative probabilistic updates.,2.8,Phi-4,Apple M1 (Metal)
2601.07356v1_Efficient Convolutional Forward Model for Passive .pdf,Efficient Convolutional Forward Model for Passive Acoustic Mapping and Temporal Monitoring,"Tatiana Gelvez-Barrera, Barbara Nicolas, Bruno Gilles, Adrian Basarab, Denis Kouam ´e",,,"Passive Acoustic Mapping, Model-based beamforming, Convolutional forward model, Temporal monitoring","This paper introduces a novel convolutional formulation for passive acoustic mapping (PAM) that enhances computational efficiency and temporal resolution, outperforming classical beamforming methods.",2.84,Phi-4,Apple M1 (Metal)
2601.07359v1_Seeing Right but Saying Wrong Inter- and Intra-Lay.pdf,Seeing Right but Saying Wrong: Inter- and Intra-Layer Refinement in MLLMs without Training,"Shezheng Song, Shasha Li, Jie Yu",,,"Multimodal Large Language Models, MLLMs, vision-language tasks, attention, DualPD, layer-wise attention, head-wise information filtering","This paper introduces DualPD, a dual-perspective decoding refinement strategy that enhances MLLMs' visual understanding without additional training, addressing the issue of models 'seeing it right but saying it wrong' by refining inter- and intra-layer attention.",2.99,Phi-4,Apple M1 (Metal)
2601.07364v1_On the universal definition of intelligence.pdf,On the universal definition of intelligence: A definition for Human - AI Comparison,Joseph Chen,,,"intelligence, AI, human-AI comparison, R. Carnap, conceptual clarification, predictive ability, Extended Predictive Hypothesis (EPH)","This paper proposes a universal definition of intelligence, the Extended Predictive Hypothesis (EPH), to enable fair and consistent comparison of human and artificial intelligence.",3.59,Phi-4,Apple M1 (Metal)
2601.07372v1_Conditional Memory via Scalable Lookup A New Axis .pdf,Conditional Memory via Scalable Lookup: A New Axis of Sparsity for Large Language Models,"Xin Cheng, Wangding Zeng, Damai Dai, Qinyu Chen, Bingxuan Wang, Zhenda Xie, Kezhao Huang, Xingkai Yu, Zhewen Hao, Yukun Li, Han Zhang, Huishuai Zhang, Dongyan Zhao, Wenfeng Liang",,2601.07372v1,"Mixture-of-Experts, Transformers, knowledge lookup, conditional memory, Engram, N-gram embedding, Sparsity Allocation, scaling law, MoE, language models, reasoning, code/math domains, long-context retrieval","Introducing conditional memory as a complementary sparsity axis for large language models, instantiated via Engram, which optimizes the trade-off between neural computation and static memory, enhancing performance in knowledge retrieval, reasoning, and code/math domains.",3.6,Phi-4,Apple M1 (Metal)
2601.07376v1_OpenTinker Separating Concerns in Agentic Reinforc.pdf,OpenTinker: Separating Concerns in Agentic Reinforcement Learning,"Siqi Zhu, Jiaxuan You",,arXiv:2601.07376v1,"Reinforcement Learning, Large Language Models, Agent-Environment Interaction, Decomposition, Managed Execution Runtime, Multi-Agent Training","OpenTinker introduces an infrastructure for RL of LLM agents, emphasizing separation of concerns across algorithm design, execution, and agent-environment interaction, with a focus on composable components and a centralized scheduler for managing workloads.",3.12,Phi-4,Apple M1 (Metal)
2601.07377v1_Learning Dynamic Collaborative Network for Semi-su.pdf,Learning Dynamic Collaborative Network for Semi-supervised 3D Vessel Segmentation,"Jiao Xu, Xin Chen, Lihe Zhang",,,"3D vessel segmentation, semi-supervised learning, dynamic collaborative network, mean teacher, multi-view integration, adversarial supervision","This paper introduces a dynamic collaborative network for semi-supervised 3D vessel segmentation, addressing the limitations of static mean teacher methods by allowing dynamic role switching between teacher and student models, and incorporating multi-view integration and adversarial supervision to improve segmentation performance.",2.89,Phi-4,Apple M1 (Metal)
2601.07389v1_On the Non-decoupling of Supervised Fine-tuning an.pdf,On the Non-decoupling of Supervised Fine-tuning and Reinforcement Learning in Post-training,"Xueyan Niu, Bo Bai, Wei Han, Wei Xi Zhang",,arXiv:2601.07389v1,"Supervised Fine-tuning, Reinforcement Learning, Post-training, Large Language Models, Decoupling, Cross-entropy loss, Reward signals, Human preferences, Rule-based verifiers","The paper proves that supervised fine-tuning and reinforcement learning in post-training cannot be decoupled without performance loss, as RL increases SFT loss and SFT lowers RL reward.",3.33,Phi-4,Apple M1 (Metal)
2601.07392v1_OceanSAR-2 A Universal Feature Extractor for SAR O.pdf,OceanSAR-2: A Universal Feature Extractor for SAR Ocean Observation,"Alexandre Tuela, Thomas Kerdreux, Quentin Febvre, Alexis Mouche, Antoine Grouazel, Jean-Renaud Miadana, Antoine Audras, Chen Wang, Bertrand Chapron",,,"SAR, ocean observation, self-supervised learning, foundation model, Sentinel-1 Wave Mode, geophysical pattern classification, ocean surface wind vector, significant wave height estimation, iceberg detection","OceanSAR-2 is a second-generation foundation model for SAR-based ocean observation, enhancing performance through improved self-supervised learning and dynamic data curation, demonstrating strong transfer performance across various downstream tasks.",3.39,Phi-4,Apple M1 (Metal)
2601.07393v1_Software-Hardware Co-optimization for Modular E2E .pdf,"SOFTWARE-HARDWARE CO-OPTIMIZATION FOR MODULAR E2E: A UNIFIED FRAMEWORK OF OPTIMIZATION APPROACHES, SIMULATION ENVIRONMENT AND EVALUATION METRICS","Chengzhi Ji, Xingfeng Li, Zhaodong Lv, Hao Sun, Pan Liu, Hao Frank Yang, Ziyuan Pu",,2601.07393v1,"Modular end-to-end, Closed-Loop Evaluation, Software–Hardware co-optimization, Energy Consumption","This paper proposes a software–hardware co-optimization framework for ME2E autonomous driving inference, integrating software and hardware optimizations under a unified system-level objective, and introduces a multidimensional evaluation metric, EERA V, to assess system-level impacts, achieving significant reductions in inference latency and energy consumption while improving system performance.",3.57,Phi-4,Apple M1 (Metal)
2601.07395v1_MCP-ITP An Automated Framework for Implicit Tool P.pdf,MCP-ITP: An Automated Framework for Implicit Tool Poisoning in MCP,"Ruiqi Li, Zhiqiang Wang, Yunhao Yao, Xiang-Yang Li",,,"LLM-based agents, Model Context Protocol, tool poisoning, implicit tool poisoning, security, attack surface, malicious instructions, MCP ecosystem","This paper introduces MCP-ITP, an automated framework for implicit tool poisoning within the MCP ecosystem, which maximizes attack success rate while evading detection mechanisms.",2.87,Phi-4,Apple M1 (Metal)
2601.07397v1_Layerwise goal-oriented adaptivity for neural ODEs.pdf,Layerwise goal-oriented adaptivity for neural ODEs: an optimal control perspective,"Michael Hintermüller, Michael Hinze, Denis Korolev",,arXiv:2601.07397v1,"Resnet, neural ODEs, parameter identification/learning, adaptive neural network",This work proposes a novel layerwise adaptive construction method for neural network architectures based on a goal-oriented dual-weighted residual technique for the optimal control of neural differential equations.,3.18,Phi-4,Apple M1 (Metal)
2601.07411v1_SCALPEL Selective Capability Ablation via Low-rank.pdf,SCALPEL: Selective Capability Ablation via Low-rank Parameter Editing for Large Language Model Interpretability Analysis,"Zihao Fu, Xufeng Duan, Zhenguang G. Cai",,,"Large Language Models, Interpretability, Low-rank Parameter Editing, Capability Ablation, Neural Networks","SCALPEL is a framework that represents language model capabilities as low-rank parameter subspaces, enabling precise capability removal without affecting others, offering insights into capability encoding in large language models.",3.21,Phi-4,Apple M1 (Metal)
2601.07422v1_Two Pathways to Truthfulness On the Intrinsic Enco.pdf,Two Pathways to Truthfulness: On the Intrinsic Encoding of LLM Hallucinations,"Wen Luo, Guangyue Peng, Wei Li, Shaohang Wei, Feifan Song, Liang Wang, Nan Yang, Xingxing Zhang, Jing Jin, Furu Wei, Houfeng Wang",,,"LLMs, hallucinations, truthfulness, information pathways, attention knockout, token patching, knowledge boundaries, hallucination detection","This paper explores how large language models encode truthfulness through two distinct pathways, offering insights into enhancing hallucination detection.",3.14,Phi-4,Apple M1 (Metal)
2601.07430v1_KALE Enhancing Knowledge Manipulation in Large Lan.pdf,KALE: Enhancing Knowledge Manipulation in Large Language Models via Knowledge-aware Learning,"Qitan Lv, Tianyu Liu, Qiaosheng Zhang, Xingcheng Xu, Chaochao Lu",,,"large language models, knowledge manipulation, supervised fine-tuning, knowledge graphs, multi-hop reasoning, rationale-guided reasoning","The paper proposes KALE, a post-training framework using knowledge graphs to enhance large language models' ability to manipulate knowledge, addressing the known&incorrect phenomenon by generating high-quality rationales and improving accuracy.",2.96,Phi-4,Apple M1 (Metal)
2601.07449v1_RLPO Residual Listwise Preference Optimization for.pdf,RLPO: Residual Listwise Preference Optimization for Long-Context Review Ranking,"Hao Jiang, Zhi Yang, Annan Wang, Yichi Zhang, Weisi Lin",,,"review ranking, e-commerce, large language models, listwise optimization, pointwise scoring, NDCG@k, long-context settings",The paper introduces Residual Listwise Preference Optimization (RLPO) to improve review ranking in e-commerce by addressing the trade-off between pointwise efficiency and listwise accuracy in long-context settings.,3.03,Phi-4,Apple M1 (Metal)
2601.07463v1_Puzzle it Out Local-to-Global World Model for Offl.pdf,Puzzle it Out: Local-to-Global World Model for Offline Multi-Agent Reinforcement Learning,"Sijia Li, Xinran Li, Shibo Chen, Jun Zhang",,,"Offline multi-agent reinforcement learning, Multi-agent model-based reinforcement learning","This paper proposes a local-to-global world model framework for offline multi-agent reinforcement learning, leveraging local predictions to improve global state dynamics estimation and using an uncertainty-aware sampling mechanism to enhance policy learning.",2.76,Phi-4,Apple M1 (Metal)
2601.07464v1_IFDNS An Iterative Feedback-Driven Neuro-Symbolic .pdf,IFDNS: An Iterative Feedback-Driven Neuro-Symbolic Method for Faithful Logical Reasoning,"Xiaoheng Wang, Tongxuan Liu, Zi Gong, Xianzhe Dong, Yuting Zeng, Minhan Hu, Weizhe Huang, Jing Li",,,"Logical Reasoning, Large Language Model, Reasoning","This paper introduces IFDNS, a novel method that enhances logical reasoning in large language models by using an iterative feedback mechanism to mitigate information loss and improve reasoning accuracy.",2.94,Phi-4,Apple M1 (Metal)
2601.07468v1_Beyond Dialogue Time Temporal Semantic Memory for .pdf,Beyond Dialogue Time: Temporal Semantic Memory for Personalized LLM Agents,"Miao Su, Yucan Guo, Zhongni Hou, Long Bai, Zixuan Li, Yufei Zhang, Guojun Yin, Wei Lin, Xiaolong Jin, Jiafeng Guo, Xueqi Cheng",,arXiv:2601.07468v1,"Large Language Model, memory, temporal semantic memory, personalization, dialogue agents","This paper introduces Temporal Semantic Memory (TSM) to address temporal inaccuracies and fragmentation in LLM agents' memory, enhancing personalization by organizing memories semantically rather than by dialogue time.",3.21,Phi-4,Apple M1 (Metal)
