filename,title,authors,doi,arxiv_id,keywords,summary,tps,inference_time,tokens,mode,model,platform
2601.07232v1_Yes FLoReNce I Will Do Better Next Time Agentic Fe.pdf,"Yes FLoReNce, I Will Do Better Next Time! Agentic Feedback Reasoning for",Humorous Meme Detection,None,arXiv:2601.07232v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07233v1_From Thinking to Justifying Aligning High-Stakes E.pdf,From “Thinking” to “Justifying”: Aligning High-Stakes Explainability,with Professional Communication Standards,None,arXiv:2601.07233v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07238v1_Group Pattern Selection Optimization Let LRMs Pick.pdf,Group Pattern Selection Optimization: Let LRMs Pick the Right Pattern,for Reasoning,None,arXiv:2601.07238v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07239v1_Stochastic CHAOS Why Deterministic Inference Kills.pdf,Stochas(c CHAOS: Why,"Determinis)c Inference Kills, and",None,arXiv:2601.07239v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07245v1_Learning to Trust the Crowd A Multi-Model Consensu.pdf,Learning to Trust the Crowd: A Multi-Model,Consensus Reasoning Engine for Large Language,None,arXiv:2601.07245v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07250v1_DDT A Dual-Masking Dual-Expert Transformer for Ene.pdf,1,DDT: A Dual-Masking Dual-Expert Transformer,None,arXiv:2601.07250v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07261v1_Pseudodata-guided Invariant Representation Learnin.pdf,Pseudodata-guided Invariant Representation,Learning Boosts the Out-of-Distribution,None,arXiv:2601.07261v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07263v1_When Bots Take the Bait Exposing and Mitigating th.pdf,When Bots Take the Bait: Exposing and Mitigating the Emerging Social Engineering,Attack in Web Automation Agent,None,arXiv:2601.07263v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07291v1_A Visual Semantic Adaptive Watermark grounded by P.pdf,A Visual Semantic Adaptive Watermark grounded by Prefix-Tuning for Large,Vision-Language Model,None,arXiv:2601.07291v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07292v1_Photometric Redshift Estimation Using Scaled Ensem.pdf,Photometric Redshift Estimation Using Scaled Ensemble Learning,"Swagata Biswas1aa, Shubhrangshu Ghosh1aa, Avyarthana Ghosh1aa, Yogesh Wadadekar2aa, Abhishek Roy Choudhury1,",10.3847/1538-4357/ae2c75,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07296v1_LRAS Advanced Legal Reasoning with Agentic Search.pdf,LRAS: Advanced Legal Reasoning with Agentic Search,"Yujin Zhou1∗, Chuxue Cao1,2∗, Jinluan Yang∗",None,arXiv:2601.07296v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07304v1_Heterogeneous Multi-Expert Reinforcement Learning .pdf,1,Heterogeneous Multi-Expert Reinforcement,None,arXiv:2601.07304v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07309v1_ARM Role-Conditioned Neuron Transplantation for Tr.pdf,ARM: Role-Conditioned Neuron Transplantation for,Training-Free Generalist LLM Agent Merging,None,arXiv:2601.07309v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07313v1_Explaining Machine Learning Predictive Models thro.pdf,Explaining Machine Learning Predictive Models through Conditional,Expectation Methods,None,arXiv:2601.07313v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07315v1_VLM-CAD VLM-Optimized Collaborative Agent Design W.pdf,VLM-CAD: VLM-Optimized Collaborative Agent,Design Workflow for Analog Circuit Sizing,None,arXiv:2601.07315v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07316v1_BEAT-Net Injecting Biomimetic Spatio-Temporal Prio.pdf,BEAT-Net: Injecting Biomimetic Spatio-Temporal,Priors for Interpretable ECG Classification,None,arXiv:2601.07316v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07320v1_Segmental Advantage Estimation Enhancing PPO for L.pdf,2026-01-13,Segmental Advantage Estimation: Enhancing PPO for Long-Context LLM,None,arXiv:2601.07320v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07342v1_Agentic Diagnostic Reasoning over Telecom and Data.pdf,Agentic Diagnostic Reasoning over Telecom and,Datacenter Infrastructure,None,arXiv:2601.07342v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07344v1_PulseMind A Multi-Modal Medical Model for Real-Wor.pdf,PulseMind: A Multi-Modal Medical Model for Real-World Clinical Diagnosis,"Jiao Xu1,2*, Junwei Liu2,3*, Jiangwei Lao2, Qi Zhu2, Yunpeng Zhao4, Congyun Jin2, Shinan Liu4,",None,arXiv:2601.07344v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07348v4_Controlled Self-Evolution for Algorithmic Code Opt.pdf,2026-01-16,Controlled Self-Evolution for Algorithmic Code Optimization,None,arXiv:2601.07348v4,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07351v2_Beyond Hard Masks Progressive Token Evolution for .pdf,Beyond Hard Masks: Progressive Token Evolution for,Diffusion Language Models,None,arXiv:2601.07351v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07356v1_Efficient Convolutional Forward Model for Passive .pdf,"JOURNAL OF LATEX CLASS FILES, VOL. 14, NO. 8, AUGUST 2015",1,None,arXiv:2601.07356v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07359v1_Seeing Right but Saying Wrong Inter- and Intra-Lay.pdf,Seeing Right but Saying Wrong: Inter- and Intra-Layer Refinement in MLLMs,without Training,None,arXiv:2601.07359v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07364v1_On the universal definition of intelligence.pdf,On the universal definition of intelligence,A definition for Human - AI Comparison,None,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07372v1_Conditional Memory via Scalable Lookup A New Axis .pdf,Conditional Memory via Scalable Lookup:,A New Axis of Sparsity for Large Language Models,None,arXiv:2601.07372v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07376v1_OpenTinker Separating Concerns in Agentic Reinforc.pdf,OpenTinker: Separating Concerns in Agentic,Reinforcement Learning,None,arXiv:2601.07376v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07377v1_Learning Dynamic Collaborative Network for Semi-su.pdf,Learning Dynamic Collaborative Network for Semi-supervised 3D Vessel,Segmentation,None,arXiv:2601.07377v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07389v1_On the Non-decoupling of Supervised Fine-tuning an.pdf,On the Non-decoupling of Supervised Fine-tuning and,Reinforcement Learning in Post-training,None,arXiv:2601.07389v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07392v1_OceanSAR-2 A Universal Feature Extractor for SAR O.pdf,OceanSAR-2: A Universal Feature Extractor for SAR Ocean Observa-,tion,None,arXiv:2601.07392v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07393v1_Software-Hardware Co-optimization for Modular E2E .pdf,SOFTWARE-HARDWARE CO-OPTIMIZATION FOR MODULAR E2E,AV PARADIGM: A UNIFIED FRAMEWORK OF OPTIMIZATION,None,arXiv:2601.07393v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07395v1_MCP-ITP An Automated Framework for Implicit Tool P.pdf,MCP-ITP: An Automated Framework for Implicit Tool Poisoning in MCP,"Ruiqi Li, Zhiqiang Wang, Yunhao Yao, and Xiang-Yang Li",None,arXiv:2601.07395v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07397v1_Layerwise goal-oriented adaptivity for neural ODEs.pdf,arXiv:2601.07397v1  [math.OC]  12 Jan 2026,Layerwise goal-oriented adaptivity for neural ODEs: an optimal,None,arXiv:2601.07397v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07411v1_SCALPEL Selective Capability Ablation via Low-rank.pdf,SCALPEL: Selective Capability Ablation via Low-rank Parameter,Editing for Large Language Model Interpretability Analysis,None,arXiv:2601.07411v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07422v1_Two Pathways to Truthfulness On the Intrinsic Enco.pdf,Two Pathways to Truthfulness: On the Intrinsic,Encoding of LLM Hallucinations,None,arXiv:2601.07422v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07430v1_KALE Enhancing Knowledge Manipulation in Large Lan.pdf,KALE: Enhancing Knowledge Manipulation in Large Language Models,via Knowledge-aware Learning,None,arXiv:2601.07430v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07449v1_RLPO Residual Listwise Preference Optimization for.pdf,RLPO: Residual Listwise Preference Optimization for Long-Context,Review Ranking,None,arXiv:2601.07449v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07463v1_Puzzle it Out Local-to-Global World Model for Offl.pdf,Puzzle it Out: Local-to-Global World Model for Offline,Multi-Agent Reinforcement Learning,None,arXiv:2601.07463v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07464v1_IFDNS An Iterative Feedback-Driven Neuro-Symbolic .pdf,IFDNS: An Iterative Feedback-Driven Neuro-Symbolic,Method for Faithful Logical Reasoning,None,arXiv:2601.07464v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07468v1_Beyond Dialogue Time Temporal Semantic Memory for .pdf,Beyond Dialogue Time:,Temporal Semantic Memory for Personalized LLM Agents,None,arXiv:2601.07468v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07469v1_Knowledge Distillation for LLM-Based Human Activit.pdf,arXiv:2601.07469v1  [cs.AI]  12 Jan 2026,KNOWLEDGE DISTILLATION FOR LLM-BASED HUMAN ACTIVITY,None,arXiv:2601.07469v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07470v1_Learning How to Remember A Meta-Cognitive Manageme.pdf,Learning How to Remember: A Meta-Cognitive Management Method for,Structured and Transferable Agent Memory,None,arXiv:2601.07470v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07474v1_Task Prototype-Based Knowledge Retrieval for Multi.pdf,Task Prototype-Based Knowledge Retrieval for Multi-Task Learning,from Partially Annotated Data,None,arXiv:2601.07474v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07475v1_ARCQuant Boosting NVFP4 Quantization with Augmente.pdf,ARCQuant: Boosting NVFP4 Quantization with Augmented Residual,Channels for LLMs,None,arXiv:2601.07475v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07477v1_JudgeFlow Agentic Workflow Optimization via Block .pdf,JUDGEFLOW: AGENTIC WORKFLOW OPTIMIZATION,VIA BLOCK JUDGE,None,arXiv:2601.07477v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07496v1_Graph Inference Towards ICD Coding.pdf,Graph Inference Towards ICD Coding,1st Xiaoxiao Deng,None,arXiv:2601.07496v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07514v1_Data-Driven Stochastic VRP Integration of Forecast.pdf,Data-Driven Stochastic VRP: Integration of Forecast,Duration into Optimization for Utility Workforce,None,arXiv:2601.07514v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07516v1_Controlling Multimodal Conversational Agents with .pdf,Controlling Multimodal Conversational Agents,with Coverage-Enhanced Latent Actions,None,arXiv:2601.07516v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07518v1_Mon3tr Monocular 3D Telepresence with Pre-built Ga.pdf,JOURNAL OF LATEX CLASS FILES,1,None,arXiv:2601.07518v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07525v1_Thinking Before Constraining A Unified Decoding Fr.pdf,Thinking Before Constraining: A Unified Decoding Framework for Large,Language Models,None,arXiv:2601.07525v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07528v1_From RAG to Agentic RAG for Faithful Islamic Quest.pdf,From RAG to Agentic RAG for Faithful Islamic Question Answering,"Gagan Bhatia1, Hamdy Mubarak1, Mustafa Jarrar2, George Mikros2,",None,arXiv:2601.07528v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07553v1_VirtualEnv A Platform for Embodied AI Research.pdf,VirtualEnv: A Platform for Embodied AI Research,"Kabir Swain1, Sijie Han2, Ayush Raina3, Jin Zhang3, Shuang Li4, Michael Stopa3, Antonio",None,arXiv:2601.07553v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07556v1_Backpropagation-Free Test-Time Adaptation for Ligh.pdf,1,Backpropagation-Free Test-Time Adaptation for,None,arXiv:2601.07556v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07565v1_A Unified Framework for Emotion Recognition and Se.pdf,A Unified Framework for Emotion Recognition and,Sentiment Analysis via Expert-Guided Multimodal,None,arXiv:2601.07565v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07568v1_d3LLM Ultra-Fast Diffusion LLM using Pseudo-Trajec.pdf,d3LLM: Ultra-Fast dLLM using Pseudo-Trajectory Distillation,Yu-Yang Qian 1 2 Junda Su 1 Lanxiang Hu 1 Peiyuan Zhang 1 Zhijie Deng 4 Peng Zhao† 2 3 Hao Zhang† 1,None,arXiv:2601.07568v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07573v1_A Model of Artificial Jagged Intelligence.pdf,A Model of Artificial Jagged Intelligence,Joshua S. Gans∗,None,arXiv:2601.07573v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07577v1_Beyond Entangled Planning Task-Decoupled Planning .pdf,Beyond Entangled Planning: Task-Decoupled Planning for,Long-Horizon Agents,None,arXiv:2601.07577v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07580v1_Large Language Models for Physics Instrument Desig.pdf,Large Language Models for Physics Instrument Design,"Sara Zoccheddu∗1, Shah Rukh Qasim1,2, Patrick Owen2, and Nicola Serra1,2",None,arXiv:2601.07580v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07582v2_ES-Mem Event Segmentation-Based Memory for Long-Te.pdf,ES-Mem: Event Segmentation-Based Memory for Long-Term,Dialogue Agents,None,arXiv:2601.07582v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07597v1_Pheromone-Focused Ant Colony Optimization algorith.pdf,Pheromone-Focused Ant Colony Optimization algorithm for path,planning,None,arXiv:2601.07597v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07606v1_Proof of Time A Benchmark for Evaluating Scientifi.pdf,Proof of Time: A Benchmark for Evaluating Scientific Idea Judgments,"Bingyang Ye1,2†, Shan Chen1,2,3†, Jingxuan Tu4, Chen Liu5,",None,arXiv:2601.07606v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07611v1_DIAGPaper Diagnosing Valid and Specific Weaknesses.pdf,DIAGPaper: Diagnosing Valid and Specific Weaknesses in Scientific Papers,via Multi-Agent Reasoning,None,arXiv:2601.07611v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07618v1_Neural Architecture for Fast and Reliable Coagulat.pdf,Neural Architecture for Fast and Reliable Coagulation Assessment in Clinical,Settings: Leveraging Thromboelastography,None,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07632v2_GeoMotionGPT Geometry-Aligned Motion Understanding.pdf,GeoMotionGPT: Geometry-Aligned Motion Understanding with Large,Language Models,None,arXiv:2601.07632v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07635v2_Learning About Learning A Physics Path from Spin G.pdf,Learning About Learning: A Physics Path from Spin Glasses to Artificial,Intelligence,None,arXiv:2601.07635v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07638v1_SALT-KG A Benchmark for Semantics-Aware Learning o.pdf,SALT-KG: A Benchmark for Semantics-Aware,Learning on Enterprise Tables,None,arXiv:2601.07638v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07641v1_Beyond Static Tools Test-Time Tool Evolution for S.pdf,Beyond Static Tools: Test-Time Tool Evolution for Scientific Reasoning,"Jiaxuan Lu1,†, Ziyu Kong2,†, Yemin Wang3,†, Rong Fu4, Haiyuan Wan1,5,",None,arXiv:2601.07641v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07651v1_Active Evaluation of General Agents Problem Defini.pdf,Active Evaluation of General Agents: Problem,Definition and Comparison of Baseline Algorithms,None,arXiv:2601.07651v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07654v1_Towards Automating Blockchain Consensus Verificati.pdf,Towards Automating Blockchain Consensus,Verification with IsabeLLM,None,arXiv:2601.07654v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07663v2_Reasoning Models Will Blatantly Lie About Their Re.pdf,Reasoning Models Will Blatantly Lie About Their Reasoning,William Walden,None,arXiv:2601.07663v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07666v1_Variational Contrastive Learning for Skeleton-base.pdf,Variational Contrastive Learning for,Skeleton-based Action Recognition,None,arXiv:2601.07666v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07667v1_Adaptive Layer Selection for Layer-Wise Token Prun.pdf,Adaptive Layer Selection for Layer-Wise Token Pruning in LLM Inference,"1Rei Taniguchi, 2Yuyang Dong, 1Makoto Onizuka, 1,3Chuan Xiao",None,arXiv:2601.07667v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07685v1_Predictive Analytics for Dementia Machine Learning.pdf,Predictive Analytics for Dementia: Machine,Learning on Healthcare Data,None,arXiv:2601.07685v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07701v1_Deep Whole-body Parkour.pdf,Deep Whole-body Parkour,"Ziwen Zhuang12, Shaoting Zhu12, Mengjie Zhao1 and Hang Zhao12†",None,arXiv:2601.07701v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07718v1_Hiking in the Wild A Scalable Perceptive Parkour F.pdf,Hiking in the Wild: A Scalable Perceptive Parkour,Framework for Humanoids,None,arXiv:2601.07718v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07737v1_Evaluating the encoding competence of visual langu.pdf,Undergraduate Project Report,Evaluating the encoding competence of,None,arXiv:2601.07737v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07748v1_Improving Domain Generalization in Contrastive Lea.pdf,Improving Domain Generalization in Contrastive,Learning using Adaptive Temperature Control,None,arXiv:2601.07748v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07778v1_DT-ICU Towards Explainable Digital Twins for ICU P.pdf,DT-ICU: Towards Explainable Digital Twins for,ICU Patient Monitoring via Multi-Modal and,None,arXiv:2601.07778v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07779v1_OS-Symphony A Holistic Framework for Robust and Ge.pdf,OS-SYMPHONY: A Holistic Framework for Robust and Generalist,Computer-Using Agent,None,arXiv:2601.07779v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07782v1_Beyond Single-Shot Multi-step Tool Retrieval via Q.pdf,Beyond Single-Shot: Multi-step Tool Retrieval via Query Planning,Wei Fang and James Glass,None,arXiv:2601.07782v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07790v1_Benchmarking Small Language Models and Small Reaso.pdf,Benchmarking Small Language Models and Small Reasoning,Language Models on System Log Severity Classification,None,arXiv:2601.07790v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07794v1_Kinship Data Benchmark for Multi-hop Reasoning.pdf,Kinship Data Benchmark for Multi-hop Reasoning,Tianda Sun and Dimitar Kazakov,None,arXiv:2601.07794v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07821v1_Failure-Aware RL Reliable Offline-to-Online Reinfo.pdf,Failure-Aware RL: Reliable Offline-to-Online Reinforcement Learning,with Self-Recovery for Real-World Manipulation,None,arXiv:2601.07821v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07832v2_MHLA Restoring Expressivity of Linear Attention vi.pdf,MHLA: Restoring Expressivity of Linear Attention,via Token-Level Multi-Head,None,arXiv:2601.07832v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07885v1_Small Symbols Big Risks Exploring Emoticon Semanti.pdf,"Small Symbols, Big Risks: Exploring Emoticon Semantic Confusion in",Large Language Models,None,arXiv:2601.07885v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07891v1_KVzap Fast Adaptive and Faithful KV Cache Pruning.pdf,"KVzap: Fast, Adaptive, and Faithful KV Cache",Pruning,None,arXiv:2601.07891v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07892v1_Sherry Hardware-Efficient 1.25-Bit Ternary Quantiz.pdf,Sherry: Hardware-Efficient 1.25-Bit Ternary Quantization via,Fine-grained Sparsification,None,arXiv:2601.07892v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07894v1_Revealing the Attention Floating Mechanism in Mask.pdf,Revealing the Attention Floating Mechanism in Masked Diffusion Models,"Xin Dai1, Pengcheng Huang1, Zhenghao Liu1*, Shuo Wang2,",None,arXiv:2601.07894v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07898v1_Large Language Models and Algorithm Execution Appl.pdf,Large Language Models and Algorithm Execution: Application to,an Arithmetic Function,None,arXiv:2601.07898v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07901v1_Decentralized Online Convex Optimization with Unkn.pdf,Decentralized Online Convex Optimization with,Unknown Feedback Delays,None,arXiv:2601.07901v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07903v2_Enhancing Large Language Models for Time-Series Fo.pdf,Enhancing Large Language Models for Time-Series Forecasting,via Vector-Injected In-Context Learning,None,arXiv:2601.07903v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07935v1_Towards Specialized Generalists A Multi-Task MoE-L.pdf,Towards Specialized Generalists: A Multi-Task,MoE-LoRA Framework for Domain-Specific LLM,None,arXiv:2601.07935v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07939v1_SECite Analyzing and Summarizing Citations in Soft.pdf,SECite: Analyzing and Summarizing Citations in,Software Engineering Literature,None,arXiv:2601.07939v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07941v2_Moonworks Lunara Aesthetic Dataset.pdf,Moonworks Lunara Aesthetic Dataset,"Yan Wang, M M Sayeef Abdullah,",None,arXiv:2601.07941v2,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07946v1_Coupled Diffusion-Encoder Models for Reconstructio.pdf,DiffCoder,Coupled Diffusion–Encoder Models for Reconstruction of Flow Fields,None,arXiv:2601.07946v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07948v1_Reinforcement Learning Methods for Neighborhood Se.pdf,Reinforcement,Learning Methods for Neighborhood Selection in Local Search,None,arXiv:2601.07948v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07951v1_Hybrid SARIMA LSTM Model for Local Weather Forecas.pdf,Hybrid SARIMA–LSTM Model for Local Weather,Forecasting: A Residual-Learning Approach for,None,None,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07953v1_Quantum automated theorem proving.pdf,Quantum automated theorem proving,"Zheng-Zhi Sun,1 Qi Ye,1, 2 and Dong-Ling Deng1, 2, 3, ∗",None,arXiv:2601.07953v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
2601.07957v1_LWMSCNN-SE A Lightweight Multi-Scale Network for E.pdf,1,LWMSCNN-SE: A Lightweight Multi-Scale,None,arXiv:2601.07957v1,None,None,0.0,0.0,0,baseline,REGEX_SOTA,CPU
