filename,title,authors,doi,arxiv_id,keywords,summary,tps,model,platform
2601.07229v2_DiSCo Making Absence Visible in Intelligent Summar.pdf,DiSCo: Making Absence Visible in Intelligent Summarization Interfaces,"['ERAN FAINMAN', 'HAGIT BEN SHOSHAN', 'ADIR SOLOMON', 'OSNAT MOKRYN']",,,"['Review Summarization', 'Absence', 'Expectations', 'Learning via surprisability', 'Missing commonalities']","Intelligent interfaces using large language models to summarize user-generated content often emphasize what is mentioned while overlooking what is missing, leading to presence bias that can mislead users. DiSCo, an expectation-based approach, identifies and integrates aspects that are either unusually emphasized or missing relative to domain norms, improving transparency and decision support.",160.54,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07232v1_Yes FLoReNce I Will Do Better Next Time Agentic Fe.pdf,Agentic Feedback Reasoning for Humorous Meme Detection,"['Olivia Shanhong Liu', 'Pai Chet Ng', 'De Wen Soh', 'Konstantinos N. Plataniotis']",,,"['humorous memes', 'meme humor', 'feedback reasoning', 'agentic feedback', 'multimodal models', 'prompting', 'closed-loop', 'open-loop', 'semantic feedback', 'control signals', 'non-parametric knowledge base', 'inference', 'predictive performance', 'explanation quality']","This paper proposes FLoReNce, an agentic feedback reasoning framework for detecting humor in memes. Unlike existing multimodal or prompting-based models, FLoReNce treats meme understanding as a closed-loop process during learning and an open-loop process during inference, enabling better, self-aligned reasoning without finetuning. On the PrideMM dataset, FLoReNce improves both predictive performance and explanation quality over static multimodal baselines, demonstrating that feedback-regulated prompting is a viable path to adaptive meme humor understanding.",159.49,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07233v1_From Thinking to Justifying Aligning High-Stakes E.pdf,From “Thinking” to “Justifying”: Aligning High-Stakes Explainability with Professional Communication Standards,"['Chen Qian', 'William & Mary', 'cqian03@wm.edu', 'Yimeng Wang', 'William & Mary', 'ywang139@wm.edu', 'Yu Chen', 'Anytime AI', 'ychen@anytime-ai.com', 'Lingfei Wu', 'Anytime AI', 'lwu@anytime-ai.com', 'Andreas Stathopoulos', 'William & Mary', 'axstat@wm.edu']",,2309.14416,"['Explainable AI', 'High-stakes domains', 'Chain-of-Thought', 'Professional communication', 'Structured Explainability Framework', 'CREAC', 'BLUF']","This paper proposes a new approach to explainable AI (XAI) in high-stakes domains, focusing on presenting conclusions before their structured justification. The authors introduce SEF, a framework operationalizing professional conventions via six metrics for structure and grounding, and validate this approach across four tasks in three domains, achieving 83.9% accuracy.",160.02,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07238v1_Group Pattern Selection Optimization Let LRMs Pick.pdf,Group Pattern Selection Optimization: Let LRMs Pick the Right Pattern for Reasoning,"['Hanbin Wang', 'Jingwei Song', 'Jinpeng Li', 'Fei Mi', 'Lifeng Shang']",,2310.16658,"['Large reasoning models', 'reinforcement learning', 'pattern selection', 'mathematics', 'science', 'reasoning patterns', 'Group Pattern Selection Optimization', 'GPSO']","This paper introduces Group Pattern Selection Optimization (GPSO), a reinforcement learning framework that enables large reasoning models to internalize the mapping from problem characteristics to optimal reasoning patterns, thereby mitigating pattern sub-optimality and fostering more robust, adaptable reasoning across various model backbones and benchmarks.",156.95,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07239v1_Stochastic CHAOS Why Deterministic Inference Kills.pdf,"Stochas(c CHAOS: Why Determinis)c Inference Kills, and Distribu(onal Variability Is the Heartbeat of Ar(ﬁcial Cogni(on","['Tanmay Joshi1, Shourya Aggarwal1, Anusa Saha1, Aadi Pandey1', 'Shreyash Dhoot1, Vighnesh Rai1, Raxit Goswami2', 'Aman Chadha3, Vinija Jain4, Amitava Das1']",,1909.01953,"['Large Language Models', 'Deterministic Inference', 'Stochasticity', 'Reproducibility', 'Emergent Abilities', 'Semantic Stability', 'Safety Alignment', 'Artificial Cognition']","This paper argues against the deterministic inference approach for large language models, claiming it kills the ability to model uncertainty, disrupts reasoning abilities, and renders safety alignment brittle. Instead, the authors advocate for stochasticity and claim that distributional variability is the heart of artificial cognition.",143.23,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07245v1_Learning to Trust the Crowd A Multi-Model Consensu.pdf,Learning to Trust the Crowd: A Multi-Model Consensus Reasoning Engine for Large Language Models,['Pranav Kallem'],,1909.08802,"['Large Language Models', 'Reliability', 'Multi-Model Consensus', 'Supervised Learning', 'Graph Neural Networks', 'Conformal Prediction', 'Bayesian Methods']","The paper introduces a Multi-Model Consensus Reasoning Engine that treats the set of LLM outputs as input to a supervised meta-learner, mapping natural language responses into structured features and applying various machine learning techniques to improve reliability of LLMs, achieving significant improvements in accuracy and reducing hallucinations and Brier scores.",161.41,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07250v1_DDT A Dual-Masking Dual-Expert Transformer for Ene.pdf,DDT: A Dual-Masking Dual-Expert Transformer for Energy Time-Series Forecasting,"['Mingnan Zhu', 'Qixuan Zhang', 'Yixuan Cheng', 'Fangzhou Gu', 'Shiming Lin']",,2302.09928,"['Time-Series Forecasting', 'Multivariate Temporal Modeling', 'Dynamic-Causal Masking', 'Adaptive Feature Fusion']","This paper proposes DDT, a novel deep learning framework for high-precision energy time-series forecasting, addressing challenges from complex temporal dependencies and heterogeneous multi-source data through a dual-masking mechanism and a dual-expert system.",155.48,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07261v1_Pseudodata-guided Invariant Representation Learnin.pdf,Pseudodata-guided Invariant Representation Learning Boosts the Out-of-Distribution Generalization in Enzymatic Kinetic Parameter Prediction,"['Haomin Wu', 'Zhiwei Nie', 'Hongyu Zhang', 'Zhixiang Ren']",,2601.07261,"['Enzyme Kinetics', 'Deep Learning', 'Out-of-Distribution Generalization', 'Invariant Representation Learning', 'Perturbation Augmentation']","This paper proposes O 2DENet, a lightweight module that enhances out-of-distribution generalization in enzyme–substrate interaction predictors by introducing enzyme-substrate perturbations and enforcing invariance through biologically and chemically informed augmentation, leading to improved predictive performance across various sequence-divergent benchmarks.",131.5,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07263v1_When Bots Take the Bait Exposing and Mitigating th.pdf,When Bots Take the Bait: Exposing and Mitigating the Emerging Social Engineering Attack in Web Automation Agent,"['Xinyi Wu†', 'Geng Hong †B', 'Yueyue Chen†', 'MingXuan Liu §', 'Feier Jin †', 'Xudong Pan †‡', 'Jiarun Dai †', 'Baojun Liu ¶']",,,"['web automation', 'social engineering', 'web agents', 'large language models', 'open-source frameworks', 'runtime mitigation']","This paper presents a systematic study of social engineering attacks against web automation agents and introduces a pluggable runtime mitigation solution, demonstrating the vulnerabilities of mainstream frameworks and proposing a lightweight module to reduce attack success rates.",151.83,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07291v1_A Visual Semantic Adaptive Watermark grounded by P.pdf,A Visual Semantic Adaptive Watermark grounded by Prefix-Tuning for Large Vision-Language Model,"['Qi Zheng', 'Shuliang Liu', 'Yu Huang', 'Sihang Jia', 'Jungang Li', 'Lyuhao Chen', 'Junhao Chen', 'Hanqian Li', 'Aiwei Liu', 'Yibo Yan', 'Xuming Hu']",,2309.15594,"['Watermarking', 'Large Vision-Language Models', 'Prefix-Tuning', 'Visual Evidence Weights', 'Semantic Fidelity', 'Inference Efficiency']","This paper proposes VISA-Mark, a novel framework for watermarking in Large Vision-Language Models (LVLMs) that embeds detectable signals while preserving visual fidelity. It uses a prefix-tuner to extract dynamic Visual Evidence Weights, guiding an adaptive vocabulary partitioning and logits perturbation mechanism. Empirical results show VISA-Mark outperforms conventional methods in visual consistency and semantic fidelity, maintaining high detection accuracy and robust attack resilience without sacrificing inference efficiency.",155.1,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07292v1_Photometric Redshift Estimation Using Scaled Ensem.pdf,Photometric Redshift Estimation Using Scaled Ensemble Learning,"['Swagata Biswas', 'Shubhrangshu Ghosh', 'Avyarthana Ghosh', 'Yogesh Wadadekar', 'Abhishek Roy Choudhury', 'Arijit Mukherjee', 'Shailesh Deshpande', 'Arpan Pal']",,2512.03175,"['Photometric redshift', 'Machine learning', 'Ensemble learning', 'Galaxies', 'Optical photometry', 'Extreme gradient boosting', 'Gradient boosting machine', 'k-nearest neighbors', 'Artificial neural networks']","This study presents a new ensemble-based machine learning framework for predicting photometric redshifts (Pz) for faint galaxies and higher redshift ranges using optical (grizy) photometric data. The framework integrates several learning algorithms within a scaled ensemble structure, delivering improved predictive performance compared to stand-alone models. The model is validated using publicly available data from the Hyper Suprime-Cam Strategic Survey Program by the Subaru Telescope, demonstrating consistent accuracy up to z ∼ 4 and marked improvements in the precision and reliability of Pz estimation.",146.18,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07296v1_LRAS Advanced Legal Reasoning with Agentic Search.pdf,LRAS: Advanced Legal Reasoning with Agentic Search,"['Yujin Zhou', 'Chuxue Cao', 'Jinluan Yang', 'Lijun Wu', 'Conghui He', 'Sirui Han', 'Yike Guo']",,2310.15724,"['Legal Reasoning', 'Agentic Search', 'Introspective Imitation Learning', 'Difficulty-aware Reinforcement Learning', 'Legal Logic', 'Social Group Legal Person']","This paper presents LRAS, a novel framework designed to enhance legal reasoning capabilities of Large Reasoning Models (LRMs) by integrating introspective imitation learning and difficulty-aware reinforcement learning. Empirical results show that LRAS outperforms state-of-the-art baselines, particularly in tasks requiring deep reasoning with reliable knowledge.",159.8,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07304v1_Heterogeneous Multi-Expert Reinforcement Learning .pdf,Heterogeneous Multi-Expert Reinforcement Learning for Long-Horizon Multi-Goal Tasks in Autonomous Forklifts,"['Yun Chen', 'Bowei Huang', 'Fan Guo', 'Kang Song']",,,"['Autonomous Forklift', 'Hierarchical Reinforcement Learning', 'Mobile Manipulation', 'Hybrid Training', 'Modality Decoupling']","This paper proposes a Heterogeneous Multi-Expert Reinforcement Learning (HMER) framework tailored for autonomous forklifts, which decomposes long-horizon tasks into specialized sub-policies controlled by a Semantic Task Planner to separate navigation and manipulation, improving task success rate and reducing operation time.",157.42,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07309v1_ARM Role-Conditioned Neuron Transplantation for Tr.pdf,ARM: Role-Conditioned Neuron Transplantation for Training-Free Generalist LLM Agent Merging,"['Zhuoka Feng', 'Kang Chen', 'Sihan Zhao', 'Kai Xiong', 'Yaoning Wang', 'Minshen Yu', 'Junjie Nian', 'Changyi Xiao', 'Yixin Cao', 'Yugang Jiang']",,2601.07309,"['Large Language Models', 'Model Merging', 'Neuron Transplantation', 'Interactive Agents', 'Cross-Environment Robustness']","This paper proposes ARM, a role-conditioned neuron transplantation method for training-free model merging in large language model (LLM) agents, improving cross-environment robustness and generalization ability across various interactive domains.",160.44,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07313v1_Explaining Machine Learning Predictive Models thro.pdf,Explaining Machine Learning Predictive Models through Conditional Expectation Methods,"['Silvia Ruiz-Espaóna', 'Laura Arnal', 'Franòis Signola', 'Juan-Carlos Perez-Cortes', 'Joaquim Arlandis']",,,"['machine learning', 'XAI', 'explainable models', 'local explainability', 'model-agnostic', 'uncertainty', 'stability']","This work introduces Multivariate Conditional Expectation (MUCE), a model-agnostic method for local explainability designed to capture prediction changes from feature interactions. MUCE extends Individual Conditional Expectation (ICE) by exploring a multivariate grid of values in the neighborhood of a given observation at inference time, providing graphical explanations that illustrate the local evolution of model predictions. The method is validated using XGBoost models trained on three datasets, and results show that MUCE effectively captures complex local model behavior, while the stability and uncertainty indices provide meaningful insight into prediction confidence.",156.85,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07315v1_VLM-CAD VLM-Optimized Collaborative Agent Design W.pdf,VLM-CAD: VLM-Optimized Collaborative Agent Design Workflow for Analog Circuit Sizing,"['1st Guanyuan Pan', '2nd Yugui Lin', '3rd Tiansheng Zhou', '4th Pietro Li o', '5th Shuai Wang', '6th Yaqi Wang*']",,,"['Analog Circuit Sizing', 'Agentic AI', 'Vision Language Model', 'Explainability', 'Electronic Design Automation']","This paper proposes VLM-CAD, a workflow that analyzes circuits, optimizes DC operating points, performs inference-based sizing, and executes external sizing optimization. It integrates Image2Net to annotate circuit schematics and generates a structured JSON description for precise interpretation by Vision Language Models, and proposes an Explainable Trust Region Bayesian Optimization method (ExTuRBO) for external sizing optimization.",157.41,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07316v1_BEAT-Net Injecting Biomimetic Spatio-Temporal Prio.pdf,BEAT-Net: Injecting Biomimetic Spatio-Temporal Priors for Interpretable ECG Classification,"['Ma Runze', 'Liao Caizhi']",null,2601.07316,"['ECG classification', 'deep learning', 'biomimetic', 'spatio-temporal priors', 'self-supervised learning']","This paper proposes BEAT-Net, a framework that reformulates ECG analysis as a language modeling task, using QRS tokenization to transform continuous signals into biologically aligned heartbeat sequences. The architecture explicitly decomposes cardiac physiology through specialized encoders, improving diagnostic accuracy and robustness compared to dominant CNN architectures, while providing inherent interpretability through learned attention mechanisms.",158.05,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07320v1_Segmental Advantage Estimation Enhancing PPO for L.pdf,Segmental Advantage Estimation: Enhancing PPO for Long-Context LLM Training,"['Xue Gong', 'Qi Yi', 'Ziyuan Nan', 'Guanhua Huang', 'Kejiao Li', 'Yuhao Jiang', 'Ruibin Xiong', 'Zenan Xu', 'Jiaming Guo', 'Shaohui Peng', 'Bo Zhou']",,2026-01-13,"['Proximal Policy Optimization', 'Reinforcement Learning with Verifiable Rewards', 'Generalized Advantage Estimation', 'Large Language Models', 'Segmental Advantage Estimation']","This paper introduces Segmental Advantage Estimation (SAE) to address the issue of unreliable advantage estimation in Proximal Policy Optimization (PPO) for training Large Language Models (LLMs) in Reinforcement Learning with Verifiable Rewards (RLVR) regime, leading to improved performance in terms of final scores, training stability, and sample efficiency.",142.84,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07342v1_Agentic Diagnostic Reasoning over Telecom and Data.pdf,Agentic Diagnostic Reasoning over Telecom and Datacenter Infrastructure,['Nicolas Tacheny'],null,2601.07342,"['Telecom', 'Datacenter', 'Infrastructure', 'Root Cause Analysis', 'Impact Analysis', 'Large Language Model', 'Model Context Protocol', 'Agent', 'Dependency Structure', 'Incident Resolution', 'Change Impact Mitigation']","This work introduces an agentic diagnostic framework using a Large Language Model to autonomously navigate and investigate telecom and datacenter infrastructures, addressing the challenges of traditional RCA and IA methods in complex, interconnected systems.",158.5,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07344v1_PulseMind A Multi-Modal Medical Model for Real-Wor.pdf,PulseMind: A Multi-Modal Medical Model for Real-World Clinical Diagnosis,"['Jiao Xu', 'Junwei Liu', 'Jiangwei Lao', 'Qi Zhu', 'Yunpeng Zhao', 'Congyun Jin', 'Shinan Liu', 'Zhihong Lu', 'Lihe Zhang', 'Xin Chen', 'Jian Wang', 'Ping Wang']",,2607.01234,"['PulseMind', 'Multi-modal', 'Medical Diagnosis', 'Real-world Clinical', 'Diagnostic Benchmark', 'Comparison-based Reinforcement Policy Optimization (CRPO)']","PulseMind introduces a new family of multi-modal diagnostic models that integrate a curated dataset, a benchmark, and a tailored training framework to address the complexity of real-world clinical diagnostics, which involve heterogeneous inputs and require ongoing contextual understanding.",155.93,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07348v4_Controlled Self-Evolution for Algorithmic Code Opt.pdf,Controlled Self-Evolution for Algorithmic Code Optimization,"['Tu Hu', 'Ronghao Chen', 'Shuo Zhang', 'Jianghao Yin', 'Mou Xiao Feng', 'Jingping Liu', 'Shaolei Zhang', 'Wenqi Jiang', 'Yuqi Fang', 'Sen Hu', 'Huacan Wang', 'Yi Xu']",,2601.07348v4,"['Controlled Self-Evolution', 'Algorithmic Code Optimization', 'Self-Evolution Methods', 'EffiBench-X', 'Hierarchical Evolution Memory']","This paper proposes Controlled Self-Evolution (CSE) to improve the exploration efficiency of self-evolution methods in algorithmic code optimization, addressing issues of initialization bias, uncontrolled stochastic operations, and insufficient experience reuse. Experiments on EffiBench-X demonstrate that CSE consistently outperforms existing methods across various large language model backbones.",161.67,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07351v2_Beyond Hard Masks Progressive Token Evolution for .pdf,Beyond Hard Masks: Progressive Token Evolution for Diffusion Language Models,"['Linhao Zhong', 'Linyu Wu', 'Bozhen Fang', 'Tianjian Feng', 'Chenchen Jing', 'Wen Wang', 'Jiaheng Zhang', 'Hao Chen', 'Chunhua Shen']",,2209.12442,"['Diffusion Language Models', 'Token Evolution', 'Parallel Decoding', 'Continuous Trajectory Supervision']","This paper proposes EvoToken-DLM, a novel diffusion-based language modeling approach that replaces hard binary masks with evolving soft token distributions, enabling a progressive transition from masked states to discrete outputs, supporting revisable decoding. Extensive experiments show that EvoToken-DLM consistently achieves superior performance compared to strong diffusion-based and masked DLM baselines.",156.08,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07356v1_Efficient Convolutional Forward Model for Passive .pdf,Efficient Convolutional Forward Model for Passive Acoustic Mapping and Temporal Monitoring,"['Tatiana Gelvez-Barrera', 'Barbara Nicolas', 'Bruno Gilles', 'Adrian Basarab', 'Denis Kouamé']",,,"['Passive Acoustic Mapping', 'Model-based beamforming', 'Convolutional forward model', 'Temporal monitoring']","This paper introduces a PAM beamforming framework based on a novel convolutional formulation in the time domain, which enables efficient computation. The framework formulates PAM as an inverse problem and incorporates prior knowledge on cavitation activity, demonstrating higher temporal resolution and reduced computational burden compared to classical and iterative time-domain methods.",160.48,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07359v1_Seeing Right but Saying Wrong Inter- and Intra-Lay.pdf,Seeing Right but Saying Wrong: Inter- and Intra-Layer Refinement in MLLMs without Training,"['Shezheng Song', 'Shasha Li', 'Jie Yu']",,2312.08877,"['Multimodal Large Language Models', 'Vision-Language Tasks', 'Attention Mechanism', 'Decoding Refinement', 'Intra-Layer Consistency']","This paper presents DualPD, a dual-perspective decoding refinement strategy that enhances the visual understanding of MLLMs without additional training, addressing the internal contradiction where deeper layers attend to correct visual regions but final predictions are misled by noisy attention from earlier layers.",159.84,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07364v1_On the universal definition of intelligence.pdf,On the universal definition of intelligence,['Joseph Chen'],,1911.07027,"['intelligence', 'human-AI comparison', 'predictive ability', 'spontaneous prediction', 'reactive prediction', 'gainability']","This paper proposes an extended predictive hypothesis (EPH) to define intelligence, combining accurate prediction with the ability to benefit from predictions, and distinguishes between spontaneous and reactive predictions to explain various aspects of intelligence.",125.53,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07372v1_Conditional Memory via Scalable Lookup A New Axis .pdf,Conditional Memory via Scalable Lookup: A New Axis of Sparsity for Large Language Models,"['Xin Cheng', 'Wangding Zeng', 'Damai Dai', 'Qinyu Chen', 'Bingxuan Wang', 'Zhenda Xie', 'Kezhao Huang', 'Xingkai Yu', 'Zhewen Hao', 'Yukun Li', 'Han Zhang', 'Huishuai Zhang', 'Dongyan Zhao', 'Wenfeng Liang']",,2601.07372,"['Conditional Memory', 'Sparsity', 'Large Language Models', 'Transformers', 'Mixture-of-Experts', 'Engram', 'Lookup', 'Neural Computation', 'Static Memory']","This paper introduces conditional memory as a new sparsity axis for large language models, instantiated via Engram, a module that modernizes classic N-gram embedding for O(1) lookup. By optimizing the trade-off between neural computation and static memory, the authors achieve superior performance over a strictly iso-parameter and iso-FLOPs MoE baseline, demonstrating significant gains in general reasoning and code/math domains.",158.1,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
2601.07376v1_OpenTinker Separating Concerns in Agentic Reinforc.pdf,OpenTinker: Separating Concerns in Agentic Reinforcement Learning,"['Siqi Zhu', 'Jiaxuan You']",,2601.07376v1,"['OpenTinker', 'Reinforcement Learning', 'Large Language Models', 'Agentic Learning', 'Separation of Concerns', 'Execution', 'Agent-Environment Interaction']","This paper introduces OpenTinker, an infrastructure for reinforcement learning of large language model agents, which separates concerns across algorithm design, execution, and agent-environment interaction, enabling users to specify agents, environments, and interaction protocols while delegating inference and training to a managed execution runtime.",154.78,Qwen2.5-3B,Windows RTX 4080 (Native CUDA)
