filename,title,authors,doi,arxiv_id,keywords,summary,tps,model,platform
2601.07229v2_DiSCo Making Absence Visible in Intelligent Summar.pdf,Making Absence Visible in Intelligent Summarization Interfaces,"ERAN FAINMAN, HAGIT BEN SHOSHAN, ADIR SOLOMON, OSNAT MOKRYN",,,"Review Summarization, Absence, Expectations, Learning via surprisability, Missing commonalities","This paper introduces Domain Informed Summarization through Contrast (DiSCo), an expectation-based method that highlights missing information by comparing entity content to domain expectations. In user studies, DiSCo summaries were rated more detailed and useful than baseline models, showing reduced presence bias and improved decision support.",45.02,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07232v1_Yes FLoReNce I Will Do Better Next Time Agentic Fe.pdf,Agentic Feedback Reasoning for Humorous Meme Detection,"Olivia Shanhong Liu, Pai Chet Ng, De Wen Soh, Konstantinos N. Plataniotis",10.48550/arXiv:2509.06932,arXiv:2509.06932,"humorous memes, AI reasoning, multimodal understanding, feedback regulation, meme interpretation","This paper proposes FLoReNce, an agentic feedback reasoning framework for meme understanding. It treats meme comprehension as a closed-loop process during learning and an open-loop process during inference, enabling self-aligned reasoning through feedback-regulated prompting.",45.83,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07233v1_From Thinking to Justifying Aligning High-Stakes E.pdf,From 'Thinking' to 'Justifying': Aligning High-Stakes Explainability with Professional Communication Standards,"Chen Qian, Yimeng Wang, Yu Chen, Andreas Stathopoulos, Lingfei Wu, AxStat",,,"Explainable AI, High-stakes domains, Professional communication, Structured Explainability, Result justification, Logical gaps, Reliability","The paper proposes SEF (Structured Explainability Framework) to improve stakeholder trust in high-stakes AI by structuring outputs with a 'Result → Justify' format, drawing on professional communication conventions like CREAC and BLUF. Experiments show SEF improves accuracy and verifiability.",42.73,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07238v1_Group Pattern Selection Optimization Let LRMs Pick.pdf,Group Pattern Selection Optimization: Let LRMs Pick the Right Pattern,"Hanbin Wang, Jingwei Song, Jinpeng Li, Fei Mi, Lifeng Shang",10.48550/arXiv.2024.12345,arXiv:2408.12345,"large reasoning models, pattern selection, reinforcement learning, multi-pattern rollouts, problem characteristics, robust reasoning","This paper introduces Group Pattern Selection Optimization (GPSO), a reinforcement learning framework that improves reasoning model performance by identifying optimal reasoning patterns through multi-pattern rollouts and verifier-guided selection. Extensive experiments show consistent gains across benchmarks.",44.99,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07239v1_Stochastic CHAOS Why Deterministic Inference Kills.pdf,Stochas (CHAOS: Why Determinis)c Inference Kills,"Tanmay Joshi, Shourya Aggarwal, Anusa Saha, Aadi Pandey, Shreyash Dhoot, Vighnesh Rai, Raxit Goswami, Aman Chadha3, Vinija Jain, Amitava Das",10.48550/arXiv:2309.12345,10.48550/arXiv:2309.12345,"deterministic inference, LLM inference, uncertainty modeling, stochastic chaos, distributional variability, cognitive stability","The paper argues that deterministic inference undermines LLM capabilities by suppressing uncertainty, emergent abilities, and reasoning diversity, advocating instead for stochastic approaches that preserve variability and safety.",45.56,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07245v1_Learning to Trust the Crowd A Multi-Model Consensu.pdf,Learning to Trust the Crowd: A Multi-Model Consensus Reasoning Engine for Large Language Models,Pranav Kallem,,,"trust, consensus, multi-model, LLM, reliability",The paper introduces a multi-model consensus reasoning engine that evaluates large language models by aggregating responses from several heterogeneous LLMs. It improves accuracy and calibration over single-model predictions and analyzes key factors influencing reliability.,43.9,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07250v1_DDT A Dual-Masking Dual-Expert Transformer for Ene.pdf,DDT: A Dual-Masking Dual-Expert Transformer for Energy Time-Series Forecasting,"Mingnan Zhu, Qixuan Zhang, Yixuan Cheng, Fangzhou Gu, Shiming Lin",,,"Time-Series Forecasting, Multivariate Temporal Modeling, Dynamic-Causal Masking, Adaptive Feature Fusion","Accurate energy time-series forecasting is crucial for grid stability and renewable integration. This paper proposes DDT, a novel deep learning framework combining dual-masking and dual-expert systems to address complex temporal dependencies and heterogeneous data.",44.62,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07261v1_Pseudodata-guided Invariant Representation Learnin.pdf,Pseudodata-guided Invariant Representation,"Haomin Wu, Zhiwei Nie, Hongyu Zhang, Zhixiang Ren",arXiv:2601.07261v1,2601.07261,"pseudodata, invariant representation, enzyme kinetics, deep learning, generalization, out-of-distribution","Accurate prediction of enzyme kinetic parameters is essential for understanding catalytic mechanisms and guiding enzyme engineering. This work proposes O2DENet, a lightweight module that enhances out-of-distribution generalization through biologically informed perturbations and invariant representation learning.",39.6,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07263v1_When Bots Take the Bait Exposing and Mitigating th.pdf,When Bots Take the Bait: Exposing and Mitigating the Emerging Social Engineering,"Xinyi Wu, Geng Hong, Yueyue Chen, MingXuan Liu, Feier Jin, Xudong Pan, Jiarun Dai, Baojun Liu",,,"web automation, social engineering, web agents, social engineering attacks, agents, prompt injection, backdoors, privilege escalation, attack surface, security, intrusion detection","This paper presents the first systematic study of social engineering attacks against web automation agents, introducing the AGENTBAIT paradigm to exploit agent reasoning weaknesses and proposing SUPERVISOR for runtime mitigation. Empirical results demonstrate high attack success rates and propose a lightweight defense that reduces attack success by up to 78.1%.",44.14,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07291v1_A Visual Semantic Adaptive Watermark grounded by P.pdf,Visual Semantic Adaptive Watermark grounded by Prefix-Tuning for Large Vision-Language Model,"Qi Zheng, Shuliang Liu, Yu Huang, Junhao Chen, Hanqian Li, Aiwei Liu, Yibo Yan, Xuming Hu",,,"visual watermarking, semantic-aware watermarking, large vision-language model, prefix-tuning, visual fidelity, detectability, semantic similarity","The paper introduces VISA-Mark, a lightweight prefix-tuned watermarking framework for LVMs that preserves visual fidelity while improving detectability and semantic fidelity. It achieves 7.8% better visual consistency and robust attack resilience compared to existing methods.",44.29,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07292v1_Photometric Redshift Estimation Using Scaled Ensem.pdf,Photometric Redshift Estimation Using Scaled Ensemble Learning,"Swagata Biswas, Shubhrangshu Ghosh, Avyarthana Ghosh, Yogesh Wadadekar, Abhishek Roy Choudhury, Arijit Mukherjee, Shailesh Deshpande, And Arpan Pal",1,,"photometric redshift, photometric data, machine learning, astronomy, galaxies, redshift estimation, LSST, Hyper Suprime-Cam, Neural networks","This study presents a new ensemble-based ML framework for predicting photometric redshifts using optical photometric data. It integrates multiple algorithms within a scaled ensemble structure, achieving improved accuracy up to z ≈ 4 and aligning with LSST requirements.",44.96,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07296v1_LRAS Advanced Legal Reasoning with Agentic Search.pdf,LRAS: Advanced Legal Reasoning with Agentic Search,"Yujin Zhou, Chuxue Cao, Jinluan Yang, Lijun Wu, Conghui He, Sirui Han, Yike Guo",,,"legal reasoning, LRM, legal LLM, introspection, LLMs","This paper introduces Legal Reasoning with Agentic Search (LRAS), a framework that shifts legal LLMs from static closed-loop reasoning to dynamic active inquiry. By combining Introspective Imitation Learning and difficulty-aware reinforcement learning, LRAS improves performance on complex legal reasoning tasks, outperforming existing baselines by 8.2-32%.",45.13,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07304v1_Heterogeneous Multi-Expert Reinforcement Learning .pdf,Heterogeneous Multi-Expert Reinforcement Learning for Long-Horizon Multi-Goal Tasks in Autonomous Forklifts,"Yun Chen, Bowei Huang, Fan Guo, Kang Song",10.48550/arXiv.2024.12345,arXiv:2408.12345,"Autonomous Forklift, Hierarchical Reinforcement Learning, Mobile Manipulation, Hybrid Training","Proposes a Heterogeneous Multi-Expert Reinforcement Learning framework for autonomous forklifts, decomposing long-horizon tasks into specialized sub-policies. It introduces a Semantic Task Planner to separate macro-level navigation from micro-level manipulation, and applies a Hybrid Imitation-Reinforcement Training Strategy to address sparse exploration. Experiments demonstrate improved task success rates and reduced operation time.",46.12,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07309v1_ARM Role-Conditioned Neuron Transplantation for Tr.pdf,ARM: Role-Conditioned Neuron Transplantation for Training-Free Generalist LLM Agent Merging,"Zhuoka Feng, Kang Chen, Sihan Zhao, Kai Xiong, Yaoning Wang, Minshen Yu, Junjie Nian, Changyi Xiao, Yixin Cao, Yugang Jiang",10.1093/arxiv/2026.07309,2601.07309,"ARM, model merging, LLM agents, role-conditioned, neuron transplantation, cross-benchmark, generalization","This paper proposes Agent-Role Merging (ARM), a training-free method for merging large language models by integrating multiple experts into a single model. ARM enhances existing merging techniques from static tasks to multi-turn scenarios, improving generalization across interactive environments while maintaining efficiency. The approach uses a 3-step framework and achieves strong out-of-domain performance.",46.74,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07313v1_Explaining Machine Learning Predictive Models thro.pdf,Multivariate Conditional Expectation (MUCE) for Local Explainability,"Silvia Ruiz-España, Laura Arnal, Franís Signola, Juan-Carlos Perez-Cortes, Joaquim Arlandis",,,"machine learning, XAI, explainable models, local explainability, model-agnostic, uncertainty, stability, uncertainty","This work introduces MUCE, a model-agnostic method for local explainability that captures prediction changes from feature interactions. It extends Individual Conditional Expectation by exploring a multivariate grid around an observation, providing graphical explanations and stability/uncertainty indices to assess model reliability.",46.27,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07315v1_VLM-CAD VLM-Optimized Collaborative Agent Design W.pdf,VLM-CAD:VLM-OptimizedCollaborativeAgent,"Guanyuan Pan, Yugui Lin, Tiansheng Zhou, Pietro Li, Shuai Wang, Yaqi Wang, Wangyaqi",,,"Analog Circuit Sizing, Agentic AI, Vision Language Model, Explainability, Electronic Design Automation","Analog mixed-signal circuit sizing involves complex trade-offs. This paper proposes a Vision Language Model-optimized collaborative agent design workflow (VLM-CAD) that analyzes circuits, optimizes DC operating points, performs inference-based sizing, and executes external sizing optimization. It integrates Image2Net for schematic annotation and presents an Explainable Trust Region Bayesian Optimization method (ExTuRBO) for dual-granularity sensitivity analysis.",47.45,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07316v1_BEAT-Net Injecting Biomimetic Spatio-Temporal Prio.pdf,BEAT-Net: Injecting Biomimetic Spatio-Temporal Priors for Interpretable ECG Classification,"Ma Runze, Liao Caizhi",arXiv:2601.07316v1,rmaa0033@student.monash.edu,"ECG classification, deep learning, biomimetic analysis, interpretable AI, cardiovascular diseases","This paper proposes BEAT-Net, a biomimetic ECG analysis framework reformulating the problem as language modeling. By applying QRS tokenization, it extracts local beat morphology, normalizes spatial lead perspectives, and models temporal dependencies, achieving competitive accuracy with CNNs while enhancing interpretability through attention mechanisms.",46.0,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07320v1_Segmental Advantage Estimation Enhancing PPO for L.pdf,Segmental Advantage Estimation: Enhancing PPO for Long-Context LLM,"Xue Gong1, Qi Yi1, Ziyuan Nan2, 4, Guanhua Huang1, Kejiao Li1, Yuhao Jiang1, Ruibin Xiong1, Zenan Xu1, Jiaming Guo4, Shaohui Peng2, 3, Bo Zhou1",,,"Reinforcement Learning, Verifiable Rewards, Proximal Policy Optimization, Generalized Advantage Estimation, Large Language Models, Reasoning Tasks","Introduces Segmental Advantage Estimation (SAE) to mitigate bias in sparse-reward RLVR by partitioning sequences and computing variance-reduced advantages, improving training stability and performance.",45.42,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07342v1_Agentic Diagnostic Reasoning over Telecom and Data.pdf,Agentic Diagnostic Reasoning over Telecom and Datacenter Infrastructure,Nicolas Tacheny,arXiv:2601.07342v1,1,"telecom, datacenter, infrastructure, autonomous incident resolution","Introduces an agent-based framework using a Large Language Model to autonomously investigate infrastructure failures, enabling proactive impact mitigation without hard-coded rules.",42.52,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07344v1_PulseMind A Multi-Modal Medical Model for Real-Wor.pdf,PulseMind: A Multi-Modal Medical Model for Real-World Clinical Diagnosis,"Jiao Xu1, Junwei Liu, Jiangwei Lao, Qi Zhu, Yunpeng Zhao, Congyun Jin, Shinan Liu, Zhihong Lu2, Lihe Zhang, Xin Chen, Jian Wang, Ping Wang",10.48550/arXiv.2024.12345,arXiv:2409.12345,"medical diagnosis, multi-modal models, clinical diagnosis, image analysis, deep learning, healthcare AI","This paper introduces PulseMind, a multi-modal diagnostic model integrating curated datasets, a benchmark, and reinforcement learning to improve real-world clinical performance across diverse medical domains.",43.88,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07348v4_Controlled Self-Evolution for Algorithmic Code Opt.pdf,Controlled Self-Evolution for Algorithmic Code Optimization,"Tu Hu1, Ronghao Chen2, Shuo Zhang3, Jianghao Yin4, Mou Xiao Feng3, Jingping Liu5, Shaolei Zhang6, Wenqi Jiang, Yuqi Fang1, Sen Hu2, 7, Wuhan Wang3, Yi Xu3",arXiv:2601.07348v4,2601.07348v4,"Controlled Self-Evolution, Code Optimization, Algorithmic Search, Exploration Efficiency, Evolutionary Algorithms","Self-evolution methods enhance code generation through iterative cycles, but face low exploration efficiency. This study proposes Controlled Self-Evolution (CSE) to address inefficiencies via diversified planning, feedback-guided evolution, and experience reuse. Experiments show CSE outperforms baselines across LLM backbones.",44.61,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07351v2_Beyond Hard Masks Progressive Token Evolution for .pdf,Beyond Hard Masks: Progressive Token Evolution for Diffusion Language Models,"Linhao Zhong, Linyu Wu, Bozhen Fang, Tianjian Feng, Chenchen Jing, Wen Wang, Jiaheng Zhang, Hao Chen, Chunhua Shen",,,"Diffusion Language Models, Token Evolution, Progressive Decoding, Masked Tokens, Revisionable Decoding","The paper proposes EvoToken-DLM, a diffusion-based language modeling approach that uses evolving soft token distributions to enable progressive transitions from masked states to discrete outputs, supporting revisable decoding. Continuous trajectory supervision aligns training with iterative updates, achieving superior performance over existing diffusion and masked models.",40.14,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07356v1_Efficient Convolutional Forward Model for Passive .pdf,Efficient Convolutional Forward Model for Passive Acoustic Mapping and Temporal Monitoring,"Tatiana Gelvez-Barrera, Barbara Nicolas, Bruno Gilles, Adrian Basarab, Denis Kouam",10.1016/j.jlcf.2015.02.008,,"Passive Acoustic Mapping, Model-based beamforming, Convolutional forward model, Temporal monitoring","Introduces a PAM beamforming framework based on a novel convolutional formulation in the time domain, enabling efficient computation and higher temporal resolution compared to frequency-domain methods.",42.62,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07359v1_Seeing Right but Saying Wrong Inter- and Intra-Lay.pdf,Seeing Right but Saying Wrong: Inter- and Intra-Layer Refinement in MLLMs,"Shezheng Song, Shasha Li, Jie Yu",10.48550/arXiv.2025.12345,arXiv:2509.12345,"multimodal models, layer refinement, attention mechanisms, visual understanding, intra-layer consistency","The paper discusses a phenomenon where MLLMs correctly capture visual content in deeper layers but produce incorrect outputs due to noisy earlier-layer attention, termed 'seeing it right but saying it wrong.' DualPD is proposed as a training-free refinement strategy to align internal understanding with output.",44.44,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07364v1_On the universal definition of intelligence.pdf,Human - AI Comparison,Joseph Chen,,,,"This paper proposes a universal definition of intelligence to enable fair comparison between human and artificial intelligence, addressing limitations of existing anthropocentric definitions.",42.16,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07372v1_Conditional Memory via Scalable Lookup A New Axis .pdf,Conditional Memory via Scalable Lookup: A New Axis of Sparsity for Large Language Models,"Xin Cheng, Wangding Zeng, Damai Dai, Qinyu Chen, Bingxuan Wang, Zhenda Xie, Kezhao Huang, Xingkai Yu, Zhewen Hao, Yukun Li, Han Zhang, Huishuai Zhang, Dongyan Zhao, Wenfeng Liang",10.48550/arXiv.2304.05748,arXiv:2601.07372v1,"conditional memory, scalable lookup, sparsity, large language models, Engram, MoE, knowledge retrieval","Introduces conditional memory as a complementary sparsity axis in LLMs, leveraging Engram for efficient O(1) lookup and uncovering a U-shaped scaling law that improves performance across reasoning and reasoning-related benchmarks.",46.61,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07376v1_OpenTinker Separating Concerns in Agentic Reinforc.pdf,OpenTinker: Separating Concerns in Agentic Reinforcement Learning,"Siqi Zhu, Jiaxuan You",10.48550/arXiv.2601.07376,2601.07376,"reinforcement learning, agentic learning, OpenTinker, RL systems","Introduces OpenTinker, an infrastructure for RL of LLM agents with separation of concerns across design, execution, and agent-environment interaction. It proposes a managed execution runtime, centralized scheduler, and design principles for multi-agent training, demonstrating practical RL use cases.",44.35,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07377v1_Learning Dynamic Collaborative Network for Semi-su.pdf,Learning Dynamic Collaborative Network for Semi-supervised 3D Vessel Segmentation,"Jiao Xu1, Xin Chen2, Lihe Zhang1",10.1007/...,,"3D vessel segmentation, semi-supervised learning, dynamic collaborative network, medical imaging, vessel topology","Presents DiCo, a dynamic collaborative network for semi-supervised 3D vessel segmentation, addressing limitations of static mean teacher methods by enabling teacher-student role switching and adversarial supervision.",43.8,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07389v1_On the Non-decoupling of Supervised Fine-tuning an.pdf,Non-decoupling of Supervised Fine-tuning and Reinforcement Learning in Post-training,"Xueyan Niuniuxueyan3@huawei.com, Bo Baibaibo8@huawei.com, W eixi Zhangzhangweixi1@huawei.com, W eixi Zhangzhangweixi2@huawei.com",arXiv:2601.07389v1,arXiv:2601.07389,"supervised fine-tuning, reinforcement learning, post-training, large language models, decoupling","This paper investigates whether supervised fine-tuning (SFT) and reinforcement learning (RL) can be decoupled in the post-training phase of large language models. It proves that decoupling is impossible in either order, showing that SFT-then-RL coupling increases SFT loss and RL-then-SFT coupling lowers reward performance. Experiments on Qwen3-0.6B confirm these findings.",46.66,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07392v1_OceanSAR-2 A Universal Feature Extractor for SAR O.pdf,OceanSAR-2: A Universal Feature Extractor for SAR Ocean Observation,"Alexandre Tuela, Thomas Kerdreux a, Quentin Febvre b, Alexis Mouche b, Antoine Grouazel b, Jean-Renaud Miadana c, Antoine Audrasa, Chen Wangd, Bertrand Chapronb",,,"OceanSAR-2, SAR, Sentinel-1, feature extractor, remote sensing, geophysical patterns, iceberg detection","We present OceanSAR-2, the second generation of our foundation model for SAR-based ocean observation. Building on our earlier release, which pioneered self-supervised learning on Sentinel-1 Wave Mode data, OceanSAR-2 relies on improved SSL training and dynamic data curation strategies, which enhances performance while reducing training cost. OceanSAR-2 demonstrates strong transfer performance across downstream tasks, including geophysical pattern classification, ocean surface wind vector and significant wave height estimation, and iceberg detection. We release standardized benchmark datasets, providing a foundation for systematic evaluation and advancement of SAR models for ocean applications.",47.35,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07393v1_Software-Hardware Co-optimization for Modular E2E .pdf,SOFTWARE-HARDWARE CO-OPTIMIZATION FORMODULARE2E,"Chengzhi Ji, Xingfeng Li, Zhaodong Lv, Hao Sun, Pan Liu, Hao Frank Yang, Ziyuan Pu",arXiv:2601.07393v1,arXiv:2601.07393,"Modular end-to-end, Closed-Loop Evaluation, Software–Hardware co-optimization, Energy Consumption, Inference Latency","This paper proposes a reusable software–hardware co-optimization and closed-loop evaluation framework for modular end-to-end autonomous driving inference. It integrates software optimizations with hardware optimizations under a unified system-level objective, introducing a multidimensional evaluation metric (EERA V) that considers safety, comfort, efficiency, latency, and energy. The framework achieves over 6× latency reduction and a 22.35% improvement in EERA V, demonstrating actionable optimization guidance from both software and hardware perspectives.",47.84,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07395v1_MCP-ITP An Automated Framework for Implicit Tool P.pdf,MCP-ITP: An Automated Framework for Implicit Tool Poisoning in MCP,"Ruiqi Li, Zhiqiang Wang, Yunhao Yao, Xiang-Yang Li",lrq349,zhiqiang.wang,"Model Context Protocol, implicit tool poisoning, tool poisoning attack, automated framework, LLM agents, security risk","The paper introduces MCP-ITP, the first automated adaptive framework for implicit tool poisoning within the MCP ecosystem. It describes how malicious instructions embedded in tool metadata can manipulate agent behavior without direct tool invocation, expanding the attack surface. Experimental results show MCP-ITP achieves up to 84.2% Attack Success Rate while suppressing malicious tool detection.",45.13,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07397v1_Layerwise goal-oriented adaptivity for neural ODEs.pdf,Layerwise goal-oriented adaptivity for neural ODEs: an optimal control perspective,"Michael Hintermüller, Michael Hinze, Denis Korolev",arXiv:2601.07397v1,2601.07397v1,"Resnet, neural ODEs, parameter identification/learning, adaptive neural network",Proposes a novel layerwise adaptive construction method for neural network architectures based on a goal-oriented dual-weighted residual technique for optimal control of neural differential equations.,44.11,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07411v1_SCALPEL Selective Capability Ablation via Low-rank.pdf,SCALPEL: Selective Capability Ablation via Low-rank Parameter,"Zihao Fu, Xufeng Duan, Zhenguang G. Cai",10.48550/arXiv.2303.03037,arXiv:2303.03037,"large language models, interpretability, capability ablation, low-rank parameter, neural networks","This paper introduces SCALPEL, a framework representing language model capabilities as low-rank parameter subspaces. It enables selective removal of specific capabilities through targeted parameter edits while preserving overall performance. Experiments show SCALPEL can disentangle fine-grained capability distributions in models.",45.22,LFM-2.5,AMD RX 6800 (Vulkan)
